ENSEMBL_GENE_ID,baseMean__NAFL+NASHF0vsCTRL,log2FoldChange__NAFL+NASHF0vsCTRL,pvalue__NAFL+NASHF0vsCTRL,padj__NAFL+NASHF0vsCTRL,baseMean__NASHF12vsNAFL+F0,log2FoldChange__NASHF12vsNAFL+F0,pvalue__NASHF12vsNAFL+F0,padj__NASHF12vsNAFL+F0,baseMean__NASHF34vsNAFL+F0,log2FoldChange__NASHF34vsNAFL+F0,pvalue__NASHF34vsNAFL+F0,padj__NASHF34vsNAFL+F0,external_gene_name
ENSG00000118762,477.2407552,-0.508166863,0.014449583,0.117528701,320,-0.172698519,0.04367947,0.259735012,332,-0.123466861,0.279729834,0.470554997,PKD2
ENSG00000118777,827.2153874,-0.787109719,0.005098413,0.0647885,578,-0.065081928,0.524331175,0.794364989,569,-0.080722816,0.556841526,0.720436098,ABCG2
ENSG00000118785,183.1047789,-0.684321778,0.37837783,0.662051718,177,0.7724992,0.006316386,0.102736106,286,2.405606047,8.17E-09,1.74E-06,SPP1
ENSG00000118804,848.2018272,0.065441516,0.731100119,0.886496835,530,0.014750175,0.877463058,0.95963558,565,-0.069910948,0.556877176,0.720436098,STBD1
ENSG00000118816,1410.12374,-0.260436162,0.001343549,0.030511575,1100,-0.033363636,0.34047206,0.663446126,1162,0.133533919,0.021454964,0.085280107,CCNI
ENSG00000118849,48.81017601,-0.193602935,0.520318737,0.765096609,39,0.261972565,0.015580731,0.157861298,42,0.61012733,0.000142083,0.00280614,RARRES1
ENSG00000118855,668.686928,0.254354082,0.013413501,0.111951446,525,0.104941972,0.028080151,0.208034534,530,0.110912753,0.101346809,0.244716067,MFSD1
ENSG00000118894,51.29971271,0.281966465,0.103049921,0.348616742,40,0.15538916,0.056690478,0.29552488,42,0.255737025,0.008101921,0.04425578,EEF2KMT
ENSG00000118898,693.8413818,-0.06801504,0.620072181,0.825798067,549,-0.121227673,0.063123952,0.309691073,527,-0.38095723,0.000162069,0.003073684,PPL
ENSG00000118900,673.5448106,-0.036900758,0.715157596,0.877060712,521,-0.018220223,0.623991964,0.849284254,511,-0.188274693,0.005682393,0.035183004,UBN1
ENSG00000118922,1688.98506,-0.441888552,8.92E-06,0.001610432,1166,-0.073342074,0.120985027,0.418117586,1143,-0.240711748,0.001898779,0.016982928,KLF12
ENSG00000118939,170.2030384,0.171619278,0.166128708,0.442554977,110,0.05310854,0.312790474,0.641725182,121,0.178383898,0.048584886,0.150288691,UCHL3
ENSG00000118946,86.08136793,0.799435708,0.002357293,0.041592333,78,0.254021836,0.036747939,0.236869415,83,0.606677917,0.000505861,0.006812955,PCDH17
ENSG00000118960,252.8960866,0.041491326,0.803908966,0.918976881,210,0.008640114,8.81E-01,9.61E-01,221,0.210090784,1.01E-02,5.16E-02,HS1BP3
ENSG00000118961,282.2768123,-0.185290338,0.084399059,0.313725967,215,0.050931677,0.311369101,0.640337727,218,0.01505344,0.817252446,0.898833018,LDAH
ENSG00000118965,153.5481806,-0.074496781,0.710621046,0.874916433,106,-0.105671183,0.16567014,0.483603753,121,0.168351417,0.12271889,0.276445562,WDR35
ENSG00000118971,236.6980661,-0.466169071,0.023746487,0.1572481,169,0.20647066,0.007429066,0.111090911,191,0.551230035,3.21E-07,3.08E-05,CCND2
ENSG00000118972,503.0774006,1.396085726,0.001588691,0.033089906,224,-0.635493989,0.004581092,0.087104338,352,0.098377036,0.747767806,0.852878139,FGF23
ENSG00000118985,2093.149832,-0.470292656,0.000252855,0.012068465,1391,-0.079374157,0.158368768,0.47483975,1412,-0.175800859,0.023855196,0.091846811,ELL2
ENSG00000118997,75.10052653,-0.162428323,0.279744098,0.574135725,43,-0.086995344,0.311342981,0.640337727,50,0.23228298,0.214319409,0.394463135,DNAH7
ENSG00000119004,537.81816,0.119578881,0.085711123,0.316250684,440,-0.06950882,0.024852045,0.195902657,425,-0.173977662,1.20E-05,0.000483975,CYP20A1
ENSG00000119013,305.0567342,0.069247825,0.736519666,0.887495548,220,-0.005743311,0.934219312,0.978134034,235,0.205612473,0.125104284,0.279604387,NDUFB3
ENSG00000119041,528.280659,-0.132136351,0.140862108,0.40851462,369,-0.027730722,0.4287925,0.729562987,374,-0.093683576,0.113586087,0.263418455,GTF3C3
ENSG00000119042,146.731895,0.256579865,0.118610609,0.375530793,112,0.041010346,0.590791741,0.831584516,115,0.03962863,0.701239344,0.822509278,SATB2
ENSG00000119048,308.657603,-0.017451765,0.906436743,0.965330107,227,-0.085902374,0.070410642,0.326896973,247,0.161988357,0.046158173,0.145697939,UBE2B
ENSG00000119121,45.0196547,-0.310491346,0.062648271,0.267299288,25,-0.065223558,0.349921722,0.671963027,26,-0.130508653,0.279959611,0.470819522,TRPM6
ENSG00000119125,1924.034232,0.076015607,0.655443733,0.846038021,1508,0.121754108,0.062516841,0.308668805,1547,0.146100449,0.06955013,0.190743075,GDA
ENSG00000119138,1001.964156,-0.880548447,3.60E-06,0.000991172,799,0.040856781,0.679427894,0.877536992,805,0.051899626,0.69272147,0.817242752,KLF9
ENSG00000119139,2118.148136,-0.087187106,0.375040307,0.660536,1517,-0.138039846,0.000505257,0.029932946,1508,-0.3226509,8.79E-07,7.01E-05,TJP2
ENSG00000119147,4.125869386,-0.558943454,0.365736243,NA,3,-0.281611975,0.407406142,0.715287467,3,-0.182321838,0.594469435,0.748194899,ECRG4
ENSG00000119185,145.492538,0.208793268,0.178017185,0.458003988,115,0.017639119,0.801257268,0.930139571,126,0.321056658,0.000816365,0.009422874,ITGB1BP1
ENSG00000119203,298.5315592,0.034562064,0.748860082,0.892874075,238,0.14525704,0.000703145,0.034860113,236,0.151879857,0.004251297,0.028775937,CPSF3
ENSG00000119227,35.63529291,0.258400071,0.337068796,0.627436362,25,-0.115064631,0.235757235,0.565008721,27,-0.131029941,0.36061751,0.549819263,PIGZ
ENSG00000119231,746.7936481,0.106705901,0.205076007,0.492429346,552,0.021002373,0.538081572,0.802712142,557,-0.077726292,0.130283913,0.286711979,SENP5
ENSG00000119242,224.7493106,-0.034087482,0.762633193,0.899244231,174,-0.059503223,0.240837718,0.569216392,177,0.001037807,0.987510166,0.993331377,CCDC92
ENSG00000119280,144.8211177,0.147561569,0.600732676,0.814788116,131,0.288720525,0.008855537,0.120635796,163,0.98733837,2.23E-10,1.05E-07,C1orf198
ENSG00000119283,7.538055601,0.294252366,0.532383454,NA,6,0.135493993,0.487417934,0.772155327,7,0.486226377,0.071365191,0.193944198,TRIM67
ENSG00000119285,556.0689174,0.002463293,0.980568053,0.991646111,415,0.008410711,0.814740745,0.935782986,425,0.05410589,0.331477356,0.520313642,HEATR1
ENSG00000119314,902.9110917,0.158531436,0.129287744,0.392147215,717,0.111836095,0.008748099,0.119745387,742,0.174458713,0.003855222,0.027184095,PTBP3
ENSG00000119318,2463.5914,-0.007788811,0.930991876,0.972579017,1913,0.089077832,0.00862183,0.119408908,1871,0.012751386,0.781622374,0.875860533,RAD23B
ENSG00000119321,693.9836714,0.153355156,0.030528669,0.180152416,520,-0.034741024,0.260900495,0.591166566,528,-0.10232524,0.021641011,0.085879584,FKBP15
ENSG00000119326,331.1664458,0.178089387,0.256333803,0.55179307,256,0.079516844,0.268940628,0.597315225,259,0.108835919,0.162490762,0.331743981,CTNNAL1
ENSG00000119328,130.1670114,-0.127175374,0.260576659,0.555139864,99,0.073833407,0.147332025,0.460483424,103,0.185603625,0.018125536,0.076406657,ABITRAM
ENSG00000119333,150.662418,0.037976582,0.836200849,0.934038356,122,-0.08684912,0.214763649,0.542688552,127,0.036889673,0.710375904,0.827995521,DYNC2I2
ENSG00000119335,1420.27107,0.075479473,0.354011252,0.641610816,994,0.089902076,0.001852908,0.054413621,1037,0.119545544,0.005321662,0.033581456,SET
ENSG00000119383,749.54645,0.63430353,2.67E-07,0.000188257,614,-0.088366563,0.045208128,0.263760657,620,-0.104803537,0.091676551,0.228909667,PTPA
ENSG00000119392,374.7785344,0.05495814,0.493573938,0.74709966,279,-0.035766268,0.249093275,0.577999382,283,-0.108714556,0.008220221,0.044743176,GLE1
ENSG00000119396,1557.271765,-0.262808033,0.018049368,0.133736241,1210,-0.006558025,0.865097995,0.955241336,1218,0.014246146,0.811949179,0.895668808,RAB14
ENSG00000119397,470.4218384,-0.144340086,0.165631688,0.441935601,331,-0.006299783,0.902155091,0.966437364,337,-0.104488733,0.213074351,0.392857992,CNTRL
ENSG00000119401,131.6148934,-0.085435716,0.536335201,0.775668286,106,0.048718065,0.36042014,0.680707417,112,0.214803838,0.01160484,0.056497855,TRIM32
ENSG00000119402,1584.548997,-0.028955979,0.736101108,0.887495548,1200,-0.015148387,0.631663032,0.852411469,1206,-0.068971674,0.183552073,0.357958009,FBXW2
ENSG00000119403,54.14822128,0.34642291,0.146419521,0.416478839,50,0.208635341,0.018921751,0.171541961,55,0.540728952,4.17E-05,0.001169565,PHF19
ENSG00000119408,1101.559581,-0.039811363,0.651819531,0.843927243,877,-0.053836325,0.172041548,0.491686199,894,-0.035055726,0.508988741,0.680690954,NEK6
ENSG00000119411,21.3109063,0.086595625,0.653440781,0.84462005,17,0.171829967,0.092945182,0.368999159,17,0.160035677,0.179776323,0.352817157,BSPRY
ENSG00000119414,546.1767908,0.072895118,0.487101419,0.74257124,379,-0.044604176,0.263382494,0.592989357,402,-0.022289159,0.698332455,0.820862055,PPP6C
ENSG00000119421,166.3820832,0.123711866,4.80E-01,0.737580364,133,-0.048101057,0.439616492,0.737357031,141,0.245870996,0.037294872,0.12522623,NDUFA8
ENSG00000119431,852.848019,0.272124599,0.042442575,0.215581334,700,-0.042458777,0.33579663,0.660216882,706,-0.071172644,0.468620631,0.645767783,HDHD3
ENSG00000119446,209.8095567,0.103075516,0.49924112,0.750533669,167,0.065591163,0.203842111,0.52872516,165,0.086385225,2.70E-01,4.58E-01,RBM18
ENSG00000119457,3.929870945,-0.272473939,0.544560483,NA,3,0.065780921,0.721583203,0.897219984,4,0.088527133,0.714198302,0.830578602,SLC46A2
ENSG00000119471,2585.929357,0.008218689,0.958975586,0.983206601,2024,0.137246527,0.013601606,0.148382741,1953,0.044097773,0.603999675,0.754620415,HSDL2
ENSG00000119487,637.3222914,0.11266149,0.17719646,0.457507676,500,0.047002036,0.150020465,0.464461835,508,0.06939511,0.13680302,0.296432601,MAPKAP1
ENSG00000119508,20.60419914,-0.022794548,0.92270258,0.97010546,13,-0.070958474,0.516348243,0.790475347,15,-0.197187569,0.191863012,0.368050945,NR4A3
ENSG00000119509,598.9926191,-0.377704553,1.24E-05,0.002055565,434,-0.024645165,0.530646472,0.798538984,419,-0.203020125,7.98E-04,0.009294677,INVS
ENSG00000119514,7.743036168,-0.169998706,0.767140955,NA,5,-0.09777007,0.644852441,0.858629026,6,0.354881066,0.24487527,0.430024864,GALNT12
ENSG00000119522,451.545494,-0.106605366,0.525081536,0.768119275,342,-0.037958032,5.11E-01,7.87E-01,342,-0.14621534,7.12E-02,1.94E-01,DENND1A
ENSG00000119523,460.125003,-0.054612679,0.616384509,0.823373714,365,0.09955678,0.056365466,0.294394571,363,0.117799453,0.042295871,0.136977936,ALG2
ENSG00000119535,195.3221483,0.200490234,0.223500117,0.51436444,141,-0.042349338,0.568850263,0.819947891,149,-0.002637013,0.980875777,0.989165194,CSF3R
ENSG00000119537,844.5088875,-0.060729977,0.626355284,0.829562826,642,0.020710997,0.669287468,0.872641203,642,-0.012039561,8.47E-01,0.91842959,KDSR
ENSG00000119541,708.9028819,-0.038620366,0.627969364,0.830651736,531,0.059888108,0.046387784,0.267847403,520,-0.030610593,0.511888955,0.683212603,VPS4B
ENSG00000119547,1905.302391,0.024778615,0.882268288,0.954242604,1478,0.025235455,7.46E-01,9.08E-01,1436,-0.071707217,0.504166708,0.676531667,ONECUT2
ENSG00000119559,198.4459408,-0.202056406,0.126164797,0.387552891,152,0.072078978,0.225116687,0.555538241,150,-0.000193035,0.998170582,0.998873025,C19orf25
ENSG00000119574,35.55618013,0.464275967,0.025085301,0.162109323,29,-0.112095769,0.126569232,0.428052378,29,-0.335435412,0.001961886,0.017386048,ZBTB45
ENSG00000119596,665.7517386,-0.137767359,0.162163714,0.437420949,512,0.003288381,0.92719578,0.97519218,517,0.028659506,0.581150528,0.738293077,YLPM1
ENSG00000119599,113.8262302,-0.096019475,0.542915073,0.781055049,84,0.03003393,0.656919846,0.865110097,84,-0.069044118,0.43705978,0.618971541,DCAF4
ENSG00000119608,39.55319252,-0.308833333,0.090627599,0.326135851,26,-0.130183016,7.11E-02,0.328134582,26,-0.133950168,0.255974197,0.443805382,PROX2
ENSG00000119616,322.9997389,-0.026463502,0.714689503,0.876827377,225,0.023458254,0.412664679,0.718380686,236,0.055892165,0.141748251,0.30371574,FCF1
ENSG00000119630,44.47631636,3.05E-01,0.062207794,0.266702565,31,-0.117269394,0.153956727,0.469156935,37,0.29648258,2.40E-02,9.23E-02,PGF
ENSG00000119632,16.13397522,0.360981699,0.226339277,NA,13,0.174560849,0.140983914,0.451561392,18,0.945350041,6.49E-05,0.001600883,IFI27L2
ENSG00000119636,101.1990244,-0.430407038,0.038722526,0.205663207,65,-0.115448317,0.186618202,0.51100622,72,-0.013962982,0.906501001,0.951265794,BBOF1
ENSG00000119638,877.8155552,-0.076892469,0.479560375,0.737160859,685,-0.021509331,5.60E-01,8.15E-01,692,-0.057266312,2.35E-01,4.19E-01,NEK9
ENSG00000119640,33.18765936,0.02472801,0.891971866,0.958682578,24,0.052944856,0.504353144,0.782185691,26,0.156259672,0.186563659,0.361681695,ACYP1
ENSG00000119650,132.1139904,0.093201073,0.424861952,0.696803295,99,-0.003896281,0.932801483,0.977968471,107,0.131643343,0.081099099,0.211139723,IFT43
ENSG00000119655,441.7819303,0.231160354,0.197207672,0.483069592,377,0.164539278,2.77E-02,2.06E-01,398,0.367533924,0.00258604,0.021003417,NPC2
ENSG00000119661,290.1803144,-0.059843778,0.617693957,0.824138246,174,-0.065789243,0.213722049,0.541640751,188,-0.119264522,0.096577721,0.236899641,DNAL1
ENSG00000119669,192.6442561,0.257135038,0.140108636,0.407252188,157,-0.128474881,0.029495989,0.21234623,165,-0.048906862,0.572884782,0.73259187,IRF2BPL
ENSG00000119673,676.7774242,0.761705875,0.002703758,0.045011035,458,-0.007983257,0.933696879,0.978073946,467,-0.175717755,0.214893806,0.395273031,ACOT2
ENSG00000119681,139.6769684,0.285071426,0.450978777,0.715960028,129,0.272085362,0.080990837,0.348515928,215,1.549823581,2.44E-09,6.93E-07,LTBP2
ENSG00000119682,475.5163078,0.075911276,0.279850389,0.574135725,372,0.006088562,0.854225994,0.952041538,360,-0.091634316,0.098231427,0.239631317,AREL1
ENSG00000119684,619.8013855,-0.124936495,0.064755795,0.270873912,446,0.009814567,0.783440832,0.922558096,460,-0.001770344,0.976073636,0.986596406,MLH3
ENSG00000119685,324.3164377,0.124356481,0.317829254,0.610338087,231,0.042542161,0.47829241,0.765893497,242,0.004672059,0.949643634,0.974669641,TTLL5
ENSG00000119686,261.4329883,0.156721837,0.448929674,0.714471551,197,0.027563064,0.769278466,0.917797999,208,-0.006549079,0.957621824,0.978494539,FLVCR2
ENSG00000119688,569.8110314,-0.263835295,0.02436804,0.159357266,415,-0.094657491,0.02664579,0.201968222,415,-0.188594784,2.42E-03,0.020039762,ABCD4
ENSG00000119689,827.2974043,-0.044946309,0.489544148,0.744521668,611,-0.066985457,0.030853542,0.217581453,616,-0.141726675,4.81E-03,0.031379685,DLST
ENSG00000119698,137.7082931,0.049125677,0.801942123,0.918396279,104,0.05422215,0.624526262,0.849435829,95,-0.326857068,0.002430386,0.020093075,PPP4R4
ENSG00000119699,77.67809752,0.346328286,0.164071861,0.439690102,58,-0.157207715,0.079612361,0.346167429,72,0.514346352,0.001819654,0.016569146,TGFB3
ENSG00000119703,57.18261007,0.000272522,0.998612459,0.999401368,41,-0.055418361,0.410364141,0.716719517,42,0.02247571,0.819351614,0.900226382,ZC2HC1C
ENSG00000119705,315.7075334,-0.157342691,2.89E-01,5.84E-01,230,0.056716313,3.08E-01,6.38E-01,241,0.221714554,5.96E-02,1.72E-01,SLIRP
ENSG00000119707,1527.013569,-0.214344992,0.016856006,0.127529587,1031,-0.071034907,7.26E-02,3.31E-01,1070,-0.108226917,0.060346774,0.173564359,RBM25
ENSG00000119711,9140.747404,-0.583733695,0.001868027,0.036498492,6112,-0.142931022,0.056944453,0.296382732,6135,-0.279909602,0.010844053,0.053916937,ALDH6A1
ENSG00000119714,34.6575896,-0.207177925,0.43708864,0.706081695,26,0.054449576,0.615088828,0.844445172,30,0.301203462,0.062157366,0.177015764,GPR68
ENSG00000119715,5.300109798,-0.544202311,0.398463584,NA,4,0.04980062,0.841913692,0.947127899,5,0.047241158,0.883939834,0.939258318,ESRRB
ENSG00000119718,152.0811893,-0.04347099,0.644836846,0.839199815,123,0.05145501,0.180202757,0.502306722,123,0.104676256,0.097754913,0.239084109,EIF2B2
ENSG00000119720,429.0953613,-0.652901618,2.94E-04,0.012928104,319,-0.047167436,4.62E-01,0.754311023,311,-0.203593929,2.28E-02,0.089124998,NRDE2
ENSG00000119723,311.9668953,0.123917557,0.236161388,0.528977464,205,-0.006856846,0.865196011,0.955282104,215,-0.026711354,0.664807642,0.798499163,COQ6
ENSG00000119725,241.8187369,0.150820643,0.109748392,0.361554538,142,-0.009843953,0.801283913,0.930139571,160,0.028583523,0.620559057,0.766667099,ZNF410
ENSG00000119729,344.4816827,0.394907739,1.11E-01,3.63E-01,241,0.173084175,7.07E-02,3.27E-01,261,0.368305207,5.36E-03,3.37E-02,RHOQ
ENSG00000119737,95.36299143,-0.304221634,0.102537972,0.347846492,68,-0.090681596,0.279024465,0.608631477,66,-0.277255781,0.038207518,0.127374252,GPR75
ENSG00000119760,531.4999292,-0.049428101,0.305714823,0.599507619,377,0.004154471,0.837935319,0.945537738,392,0.038392032,0.287670521,0.478379639,SUPT7L
ENSG00000119771,72.18713125,0.13167486,0.674933929,0.855127937,71,0.38563587,0.00515406,0.092891667,75,0.701724778,2.47E-05,0.000804048,KLHL29
ENSG00000119772,203.8869062,0.410562032,0.00781299,0.083024072,187,-0.035898473,0.597454574,0.835144187,189,-0.016336709,0.848727288,0.919632409,DNMT3A
ENSG00000119777,399.335488,-0.01628762,0.925206555,0.970563872,330,-0.005543604,9.18E-01,9.72E-01,333,0.003243405,0.968571091,0.983323245,TMEM214
ENSG00000119778,713.8001716,-0.093779194,0.225762084,0.516965489,515,0.022650739,0.499334033,0.778803248,511,-0.106953857,0.090154424,0.226501044,ATAD2B
ENSG00000119782,10.47939381,1.478011777,0.012464258,NA,9,-0.043774826,0.851419279,0.950465568,12,0.983339954,0.003026536,0.02335812,FKBP1B
ENSG00000119787,1012.756528,-0.10599959,0.144312179,0.413534291,728,-0.006562631,0.825361499,0.940451309,705,-0.185355886,0.001747366,0.01613925,ATL2
ENSG00000119801,670.9093118,-0.024671883,0.740831089,0.889265993,541,0.087397235,0.002286437,0.059377759,530,0.087873572,0.053362163,0.159861648,YPEL5
ENSG00000119812,277.5762945,0.279717629,0.054067977,0.247864852,213,-0.017848861,0.776033759,0.920559216,223,0.097234573,0.179614782,0.352698117,FAM98A
ENSG00000119820,1516.250475,0.044363848,0.625474526,0.829116232,1012,-0.054153639,1.76E-01,4.96E-01,1065,-0.057454417,0.255786146,0.443615693,YIPF4
ENSG00000119844,661.8983991,0.020650031,0.764763199,0.900398515,457,0.050250219,7.18E-02,3.30E-01,473,0.029906873,0.433446382,0.615950121,AFTPH
ENSG00000119862,139.1385943,-0.244369137,0.361543652,0.648145483,108,-0.11492146,0.23164819,0.561099009,115,0.275475345,0.052946943,0.159204693,LGALSL
ENSG00000119865,49.60008827,0.212485452,2.94E-01,0.588422953,39,0.014088372,8.67E-01,0.955859575,43,0.37829127,0.004967975,0.032086878,CNRIP1
ENSG00000119866,19.41364503,0.821606753,0.023115943,NA,14,-0.115748146,0.454317231,0.748959463,16,0.30141437,0.138697834,0.299145183,BCL11A
ENSG00000119878,136.3746049,-0.118745912,0.332679946,0.623387495,101,0.041299834,0.432649149,0.73224927,106,0.150568042,4.98E-02,0.152892263,CRIPT
ENSG00000119888,23.13161463,-0.249555527,0.634089357,0.833818535,21,0.362491445,0.108378963,0.397156759,35,1.844505886,3.30E-08,5.40E-06,EPCAM
ENSG00000119899,371.941412,0.361838979,0.026338803,0.16667856,299,0.15781478,0.01593788,0.159240772,307,0.159455005,0.031788467,0.111985188,SLC17A5
ENSG00000119900,478.7055561,0.234330389,0.050668101,0.23883725,358,0.110962935,0.033303008,0.226200606,391,0.338879592,0.000372865,0.005466117,OGFRL1
ENSG00000119906,850.3450375,-0.040253608,0.654803525,0.845489341,604,-0.030065386,0.355422193,0.676885083,636,0.058004397,0.249474718,0.435725341,SLF2
ENSG00000119912,925.5622203,0.101763567,0.265532716,0.559434482,704,0.031373084,0.368854349,0.686262628,708,-0.007730086,0.858981248,0.92582466,IDE
ENSG00000119913,10.69036661,0.35318444,0.478940911,NA,11,0.675784441,0.010641717,0.129599558,11,0.767564483,0.022112409,0.087191223,TECTB
ENSG00000119917,477.9999834,0.022364154,0.890019218,0.957770604,403,0.32537016,0.001943956,0.055279629,392,0.261911461,0.01936826,0.079824926,IFIT3
ENSG00000119922,447.1593304,-0.002808381,0.986582895,0.994280092,353,0.16840105,0.033010725,0.225032271,370,0.226451034,0.03585449,0.121870026,IFIT2
ENSG00000119927,14871.05176,0.082175387,0.756083603,0.895933014,11796,0.072342654,0.524477006,0.794417193,10327,-0.389315959,0.016518955,0.072018254,GPAM
ENSG00000119929,217.4732515,0.02206588,0.939787752,0.977452413,141,-0.205771688,0.016749529,0.16358355,147,-0.138224856,0.292032381,0.483279231,CUTC
ENSG00000119938,3056.484438,0.028542606,0.914330354,0.967443555,2296,-0.16298502,0.13291457,0.439238504,2173,-0.270215659,0.151650012,0.317321375,PPP1R3C
ENSG00000119943,158.0422051,-0.053172272,0.887567687,0.956509479,140,0.124283816,0.463732083,0.755331725,160,0.447388746,0.0300571,0.107909604,PYROXD2
ENSG00000119946,37.63437026,-0.020076549,0.943262249,0.978233635,23,-0.210031726,0.087594785,0.360635281,26,-0.023996513,0.892041254,0.944122461,CNNM1
ENSG00000119950,638.9573064,-0.383061064,0.006634225,0.075391356,459,-0.067124081,0.237704787,0.566789098,449,-0.179549172,0.020858456,0.08376764,MXI1
ENSG00000119953,210.5701371,-0.231840058,0.042667793,0.216101627,157,-0.020293538,0.664333583,0.869433649,159,0.012114369,0.854861728,0.923016991,SMNDC1
ENSG00000119965,80.49519188,-0.258816499,0.081423392,0.307029142,57,-0.023484206,0.70998803,0.891847469,62,0.196930891,1.07E-02,0.053584647,C10orf88
ENSG00000119969,124.4309269,0.053298785,0.811033149,0.923134703,100,0.342624917,0.000659964,0.034029151,108,0.586108809,9.34E-06,0.000409534,HELLS
ENSG00000119977,323.7929304,0.072478834,0.494875137,0.748068645,260,0.036191173,0.362379629,0.68214047,273,0.214995192,0.00448977,0.029857148,TCTN3
ENSG00000119979,430.7112553,-0.147358527,0.259002554,0.554097403,275,0.068556532,0.215211379,0.54294437,290,0.047755341,0.565593106,0.727130588,DENND10
ENSG00000119986,161.4221099,-0.260586616,0.179233019,0.459583857,121,-0.006522518,0.931711674,0.977606825,127,0.018720089,0.873044526,0.933084792,AVPI1
ENSG00000120008,1270.302601,0.019955162,0.788813911,0.912824525,941,0.035103475,0.199451646,0.524594418,944,-0.039940249,0.352289305,0.54123733,WDR11
ENSG00000120029,316.1065054,0.040445218,0.751187344,0.893681267,243,0.014187834,7.86E-01,9.24E-01,243,0.012019009,8.49E-01,9.20E-01,ARMH3
ENSG00000120049,19.67164983,-0.314300803,0.319506711,NA,13,-0.189074834,0.164339524,0.482194489,12,-0.416628031,0.031672585,0.111745872,KCNIP2
ENSG00000120051,5.039298855,-0.539472643,0.438300597,NA,3,-0.139825997,0.60680883,0.840712323,3,0.355201088,0.34801378,0.536498974,CFAP58
ENSG00000120053,1930.219355,0.12561751,0.43287993,0.702492955,1389,-0.145510629,0.055190371,0.291817483,1473,-0.046141422,0.567888265,0.728430831,GOT1
ENSG00000120054,528.0192618,0.077234245,0.653809901,0.84478462,366,-0.246311739,0.000222465,0.019872728,380,-0.291533646,0.002157967,0.018513597,CPN1
ENSG00000120055,18.47236247,0.327056127,1.20E-01,NA,11,-0.100886503,2.94E-01,6.24E-01,13,-0.186618361,0.205128918,0.383386622,C10orf95
ENSG00000120057,37.86205826,0.23881715,0.675233187,0.85535612,43,0.204502241,0.32073247,0.648631255,59,1.281544053,3.67E-05,0.001072514,SFRP5
ENSG00000120063,689.9734986,0.164467373,0.010677693,0.099378728,564,0.120424483,0.00119861,0.044841793,580,0.250189491,2.11E-05,0.00073304,GNA13
ENSG00000120071,984.5578236,-0.2884987,0.175724637,0.455402703,684,-0.097305588,0.264288122,0.593651202,733,-0.045533367,7.18E-01,0.833145155,KANSL1
ENSG00000120075,3.268318876,0.030360231,9.52E-01,NA,3,0.037983001,8.46E-01,9.49E-01,3,0.600359755,2.91E-02,1.06E-01,HOXB5
ENSG00000120088,3.349895311,-0.433338949,0.851672887,NA,2,-0.13078669,0.895260065,0.963778613,2,0.531238406,0.629474029,0.773703388,CRHR1
ENSG00000120093,50.79207564,-0.421463675,0.103578081,0.349651426,37,-0.044375872,0.66485278,0.86960049,44,0.295540344,0.032248517,0.113204832,HOXB3
ENSG00000120129,552.521259,0.584022403,0.162565775,0.437923239,451,0.132254004,0.406296265,0.714235268,463,0.13109066,0.54892578,0.714092467,DUSP1
ENSG00000120137,5118.69896,0.262765846,0.153205434,0.42538602,3887,0.136191978,0.086600727,0.359274562,3818,-0.041684216,0.696694038,0.819889312,PANK3
ENSG00000120156,388.8086447,0.196261545,0.160087967,0.435503401,307,0.025412031,0.696680356,0.884365764,310,0.009632488,0.912165695,0.954627134,TEK
ENSG00000120158,897.677663,-0.29214711,0.037807553,0.203257102,627,-0.133861009,0.025261725,0.196981489,639,-0.194905605,0.030276686,0.10844697,RCL1
ENSG00000120159,301.6585487,0.097332375,0.438493191,0.707214677,232,0.038904377,0.464236891,0.755331725,232,-0.061960379,0.379273165,0.566285424,CAAP1
ENSG00000120160,1.516440316,-1.488224963,0.084600709,NA,1,0.334057048,0.466625588,0.757561404,NA,NA,NA,NA,EQTN
ENSG00000120162,74.6317294,-0.176472733,0.309055093,0.602867236,54,0.018312239,0.767446567,0.916830509,57,0.086687628,0.425976265,0.609496812,MOB3B
ENSG00000120210,58.84436891,-0.099305194,0.470281214,0.73100301,31,-0.139716698,3.81E-02,2.42E-01,32,-0.400188665,2.53E-04,4.20E-03,INSL6
ENSG00000120211,8.731565348,-0.620180885,0.041428339,NA,5,0.215203357,0.107240791,0.39556673,5,0.079900115,7.06E-01,0.82567278,INSL4
ENSG00000120215,114.18175,-0.159578329,0.115666924,0.371921973,73,0.00871169,0.873631569,0.958407371,75,-0.062280904,0.492999869,0.667186119,MLANA
ENSG00000120217,57.25799569,0.007750382,0.969844821,0.987447761,42,-0.03350609,0.737178186,0.904612644,44,-0.027894304,0.814162328,0.896825715,CD274
ENSG00000120251,6.010949335,-0.98531763,0.546402841,NA,2,-1.446763438,0.020503566,0.177309603,3,-0.155597794,0.86321812,0.9281422,GRIA2
ENSG00000120253,451.3383919,-0.106775948,0.201259782,0.488142784,312,-0.000232251,0.99525041,0.997950694,329,0.039818758,4.12E-01,5.96E-01,NUP43
ENSG00000120254,51.83290675,0.312741713,0.262744238,0.556954293,50,0.394150099,0.002192458,0.058007364,51,0.613141667,0.000153356,0.002956918,MTHFD1L
ENSG00000120256,263.0386927,0.251932461,0.012883791,0.109969632,218,0.056332201,0.258229218,0.588470127,210,0.016865565,0.795389016,0.884837223,LRP11
