ENSEMBL_GENE_ID,baseMean__NAFL+NASHF0vsCTRL,log2FoldChange__NAFL+NASHF0vsCTRL,pvalue__NAFL+NASHF0vsCTRL,padj__NAFL+NASHF0vsCTRL,baseMean__NASHF12vsNAFL+F0,log2FoldChange__NASHF12vsNAFL+F0,pvalue__NASHF12vsNAFL+F0,padj__NASHF12vsNAFL+F0,baseMean__NASHF34vsNAFL+F0,log2FoldChange__NASHF34vsNAFL+F0,pvalue__NASHF34vsNAFL+F0,padj__NASHF34vsNAFL+F0,external_gene_name
ENSG00000000003,1381.04955,0.032432531,8.00E-01,9.17E-01,1018,0.014553418,7.52E-01,9.11E-01,1047,0.057180481,4.09E-01,5.94E-01,TSPAN6
ENSG00000000005,5.619681647,-0.345506637,0.585257246,NA,3,-0.218689597,0.399097742,0.708928485,5,0.210453385,0.585467139,0.74077543,TNMD
ENSG00000000419,286.7810998,0.232826783,0.04315571,0.217774797,222,0.055960787,0.201883284,0.526916762,228,0.106213827,0.164444361,0.333897973,DPM1
ENSG00000000457,500.326559,-0.025244151,6.56E-01,8.46E-01,337,-0.110887083,0.00018353,0.017232541,354,-0.129732126,0.001234404,0.01271973,SCYL3
ENSG00000000460,194.4754384,-0.099973217,0.532661365,0.773342134,122,-0.158607661,0.048382436,0.273163842,126,-0.219345008,0.014522534,0.066065723,C1orf112
ENSG00000000938,68.18061757,0.322056676,0.231262037,0.523181699,61,0.2414826,0.014862058,0.155327202,61,0.260666857,0.044501994,0.142206372,FGR
ENSG00000000971,46318.45227,0.121552218,0.225437564,0.516711851,32927,-0.064596056,0.15506851,0.471317276,33716,-0.094408655,0.120962087,0.27389823,CFH
ENSG00000001036,485.6052833,-0.05551774,0.533030677,0.773638999,380,0.122088493,0.003954447,0.079752695,402,0.306536948,1.62E-05,0.000605841,FUCA2
ENSG00000001084,2501.6872,-0.284357974,1.88E-02,1.38E-01,1854,0.018422467,0.710080325,0.891847469,1776,-0.1511839,0.033734945,0.116753122,GCLC
ENSG00000001167,278.8224887,-0.092865213,0.346731814,0.636044695,232,0.064878747,0.126172402,0.427318899,232,0.089748938,0.13870611,0.299145183,NFYA
ENSG00000001460,110.4215154,0.019494117,0.873410477,0.950002725,67,-0.005626882,0.926830181,0.975063296,75,0.038084753,0.668830441,0.801187971,STPG1
ENSG00000001461,263.4395377,0.035979513,0.733931603,0.88717007,185,0.018383386,0.632692989,0.852948998,191,-0.099116226,0.106839719,0.253210134,NIPAL3
ENSG00000001497,241.0348774,0.083453851,0.391529895,0.672285479,174,-0.053349769,0.131966852,0.437972853,176,-0.180827723,4.66E-04,6.43E-03,LAS1L
ENSG00000001561,248.5895889,0.758086231,0.001111001,0.027720687,201,0.043116947,0.552452702,0.811220024,198,0.062952228,0.534818315,0.702064753,ENPP4
ENSG00000001617,95.12481295,0.442256839,0.051625486,0.241498374,78,-0.059934975,0.496840031,0.777813061,74,-0.243800329,0.045494268,0.14421354,SEMA3F
ENSG00000001626,173.5600343,0.074411641,0.632428901,0.832997999,133,0.160741102,0.105415406,0.392193975,177,0.735334299,2.67E-03,0.021528258,CFTR
ENSG00000001629,632.6858754,-0.103576425,0.328850267,0.61958883,487,0.062728403,0.08858417,0.361753607,495,0.096580011,0.041304664,0.134842699,ANKIB1
ENSG00000001630,3937.778517,0.723460391,0.036798279,0.200136715,2641,0.269664115,0.147221418,0.46032427,2922,0.38838317,0.127251079,0.282564471,CYP51A1
ENSG00000001631,730.5900351,-0.043210837,0.660560027,0.847357062,521,0.003859895,0.914397929,0.970904067,523,-0.094965763,0.087593391,0.222135676,KRIT1
ENSG00000002016,206.2563853,-0.2981084,0.013346954,0.111752575,142,-0.068757078,0.186174922,0.510253266,142,-0.253311925,0.000784087,0.009176721,RAD52
ENSG00000002330,157.337161,0.007163158,0.95986868,0.983549306,117,-0.041706433,0.448324574,0.743879596,127,0.05038963,0.680527869,0.808509619,BAD
ENSG00000002549,1865.161444,0.090440604,0.483285492,0.73939582,1367,-0.002854822,0.957242116,0.984043801,1373,-0.111863448,1.30E-01,0.286227954,LAP3
ENSG00000002586,943.6568147,-0.012475313,0.861267552,0.945693141,710,-0.032898519,0.307756296,0.637714103,742,0.134978973,0.037193918,0.125034873,CD99
ENSG00000002587,28.59559124,0.201979851,0.320805411,0.612009207,22,0.204907251,0.141035327,0.451568773,26,0.826253217,7.14E-05,0.001712338,HS3ST1
ENSG00000002726,149.1280053,-0.436156609,0.578787526,0.800382127,96,-0.68941976,0.059444552,0.30293995,97,-0.707407084,0.121896856,0.275247843,AOC1
ENSG00000002745,3.737699987,0.76271056,0.232574599,NA,3,-0.282973255,0.200689982,0.52601372,3,-0.268791325,0.431690306,0.614065829,WNT16
ENSG00000002746,35.16940171,0.093060097,0.722629406,0.881835849,21,-0.006338135,0.953309135,0.983563451,23,0.106148824,0.584679874,0.74027141,HECW1
ENSG00000002822,185.2406855,-0.075879609,0.628681745,0.830824242,140,-0.139781723,0.040877076,0.249421148,142,-0.21962867,0.039546442,0.130425297,MAD1L1
ENSG00000002834,1217.779489,0.358954716,0.001124812,0.027815694,999,0.071914553,0.142080458,0.453084504,1042,0.170782725,0.007254669,0.041281431,LASP1
ENSG00000002919,140.4698242,0.133714733,0.261439134,0.555791352,117,0.027307873,0.622556988,0.849284254,116,-0.024845843,0.725241364,0.837995574,SNX11
ENSG00000002933,3878.991159,0.129041819,0.449173119,0.714563734,2963,-0.080546493,0.293015086,0.623036724,3127,0.007003786,9.53E-01,9.76E-01,TMEM176A
ENSG00000003056,789.2044241,0.066415295,0.520776921,0.76541079,571,0.098504653,0.028990569,0.210932661,589,0.091966841,0.105209575,0.250879846,M6PR
ENSG00000003096,97.20156773,-0.612955758,0.049095093,0.234000727,73,0.178392041,0.170252886,0.489516116,68,0.07834911,0.660404615,0.795506449,KLHL13
ENSG00000003137,22.23303923,-0.165976599,0.731508866,0.886496835,16,-0.432646118,0.056033333,0.293534152,18,-0.019044404,0.949721248,0.974669641,CYP26B1
ENSG00000003147,188.2402876,0.338969385,0.377425797,0.661540548,131,0.020693235,0.909936916,0.96921171,122,-0.243292686,0.289417619,0.479897217,ICA1
ENSG00000003249,40.92444265,-0.062660276,0.870626873,0.948978456,32,-0.0434778,0.749974732,0.909970018,39,0.500313519,0.019712311,0.080805954,DBNDD1
ENSG00000003393,1230.134871,-0.168259154,0.075463549,0.293677937,870,-0.03759656,0.353445921,0.675232786,858,-0.188203269,0.00547252,0.034131241,ALS2
ENSG00000003400,378.9231377,0.043361157,0.679709499,0.857708348,265,-0.043719715,2.83E-01,6.13E-01,280,-0.027771522,6.19E-01,0.765707956,CASP10
ENSG00000003402,4653.657536,-0.053924347,0.366731328,0.653036208,2965,-0.035505034,1.92E-01,5.17E-01,3086,-0.123568337,4.04E-03,0.027839682,CFLAR
ENSG00000003436,7145.217873,-0.363744996,0.00111034,0.027720687,4500,-0.123132696,0.007067196,0.108414811,4796,-0.105841116,0.108433221,0.255690971,TFPI
ENSG00000003509,258.3716929,-0.201752741,0.027055489,0.168334635,179,-0.0189298,0.574551432,0.822825311,186,0.045367812,0.357455795,0.546708405,NDUFAF7
ENSG00000003756,1638.906902,-0.130824938,0.026694755,0.167456771,1080,-0.041584532,0.149871382,0.464246292,1090,-0.173763369,0.008599448,0.046261344,RBM5
ENSG00000003987,92.46260093,-0.12961311,0.39726231,0.677091554,59,-0.112191726,0.105451054,0.392193975,63,-0.179725792,0.076764633,0.203655426,MTMR7
ENSG00000003989,11544.22601,-0.300385953,0.127591349,0.389602523,7592,-0.203087546,0.007831025,0.114689222,7815,-0.26501188,0.033738259,0.116753122,SLC7A2
ENSG00000004059,369.5478476,-0.074412839,0.559803057,0.791262165,279,0.016212139,0.707628984,0.890510285,285,0.071418626,0.440039777,0.621438281,ARF5
ENSG00000004139,95.3609789,0.239386397,0.264368551,0.558151026,84,0.02151459,0.817884476,0.937228036,84,-0.099681655,0.448973866,0.628438196,SARM1
ENSG00000004142,1559.382425,0.062960489,0.457160653,0.721050969,1252,-0.019398508,0.526048008,0.795281366,1251,-0.013761846,0.835287985,0.910582903,POLDIP2
ENSG00000004399,601.2325932,-0.122855296,0.342478177,0.631742792,542,0.098645859,0.051520813,0.28299703,560,0.249315083,0.00490172,0.031779235,PLXND1
ENSG00000004455,1629.138704,-0.138380187,0.043933667,0.220451185,1189,0.057435336,0.0750166,0.336293543,1180,-0.019363658,0.676727208,0.805895252,AK2
ENSG00000004468,154.6022114,0.070751733,0.737590023,0.888085131,108,-0.093051136,0.344992115,0.666544611,112,0.000344757,0.997643807,0.998462986,CD38
ENSG00000004478,761.6475367,-0.105703151,0.483853938,0.739783195,584,-0.014445187,7.99E-01,9.29E-01,573,-0.09212283,2.11E-01,3.90E-01,FKBP4
ENSG00000004487,531.2404319,-0.140514992,0.063912296,0.269426685,399,0.0288318,0.340085393,0.66299554,396,-0.033803705,0.454853593,0.633347547,KDM1A
ENSG00000004534,1156.027704,-0.16436695,9.45E-02,3.33E-01,787,-0.045627013,0.30963932,0.639624324,807,-0.101565183,0.186095297,0.361195761,RBM6
ENSG00000004660,31.42331505,0.104702447,0.569574514,0.796657379,23,0.042571712,0.606774952,0.840712323,25,0.184157429,0.12990169,0.286227954,CAMKK1
ENSG00000004700,330.4777995,0.245050528,0.050704189,0.238847436,236,0.086761533,0.075224793,0.336961255,256,0.254811275,0.00083596,0.00958013,RECQL
ENSG00000004766,427.6369128,-0.502509355,2.17E-05,0.002676799,307,0.138558686,0.014834692,0.155327202,302,-0.004948994,0.942712906,0.970993725,VPS50
ENSG00000004776,8.440387491,-0.621776796,0.353506482,NA,7,-0.400227489,0.163755341,0.481308119,10,1.101152264,0.010065551,0.051486378,HSPB6
ENSG00000004777,24.11008973,-0.369829199,0.373514396,0.659216193,16,-0.213430846,0.263650872,0.592989357,16,-0.547087936,2.18E-02,8.64E-02,ARHGAP33
ENSG00000004779,395.321466,0.070414117,0.661529267,0.847357062,307,-0.00165705,0.978443577,0.992049222,325,0.2196963,0.055799859,0.164762874,NDUFAB1
ENSG00000004799,5878.298814,-0.453797314,0.120706398,0.379274789,4196,-0.015456872,0.889918445,0.962522251,3843,-0.428506274,2.70E-03,2.16E-02,PDK4
ENSG00000004809,6.397189997,0.820389436,0.057742998,NA,4,-0.095321107,0.505439536,0.783341753,5,-0.006883337,0.975290349,0.986278243,SLC22A16
ENSG00000004838,22.53263779,-0.14331652,0.60622916,0.817417429,14,-0.059484852,0.627884953,0.851596982,15,-0.108394925,0.537874331,0.704829334,ZMYND10
ENSG00000004846,40.06233253,0.045742494,0.735781321,0.887495548,22,-0.082914303,0.22164687,0.551515079,23,-0.231796858,0.044251672,0.141671769,ABCB5
ENSG00000004848,2.869840941,-0.475673927,0.50950585,NA,2,-0.164156249,0.591937934,0.832133237,2,0.411817986,0.347716702,0.536283243,ARX
ENSG00000004864,2981.429828,-0.127746988,0.190821985,0.475872043,2270,-0.004494521,0.900098474,0.966306212,2177,-0.150276875,0.033301297,0.115828238,SLC25A13
ENSG00000004866,446.230794,-0.306188148,0.000161057,0.009340521,322,-0.000531166,0.989164766,0.995545899,323,0.00300575,0.955261364,0.976922187,ST7
ENSG00000004897,810.0622056,0.152022016,0.111998961,0.364949173,597,0.037385227,0.261063889,0.591222733,594,-0.023130829,0.619422915,0.765707956,CDC27
ENSG00000004939,11.10650479,0.715407702,0.038147716,NA,9,-0.031004233,0.880789528,0.960852895,8,-0.211872767,0.333476568,0.522586478,SLC4A1
ENSG00000004948,1.618318395,2.55139565,0.080188865,NA,1,0.269254796,0.453468278,0.748338888,2,0.997073813,0.050963991,0.155341632,CALCR
ENSG00000004961,113.3950258,0.195087944,0.216233214,0.506730073,92,0.067804292,0.214738418,0.542688552,96,0.311102917,0.001502412,0.014550032,HCCS
ENSG00000004975,164.7838926,0.255955071,0.033818404,0.191460848,130,-0.063089745,0.224011003,0.554516377,126,-0.252160338,0.003222697,0.024311275,DVL2
ENSG00000005001,2.195133683,-0.769332934,0.35698091,NA,2,-0.320256325,0.297117527,0.627248113,3,1.270697136,0.003573217,0.025957164,PRSS22
ENSG00000005007,806.4355971,0.115737039,0.37972782,0.662934619,650,-0.11213391,0.014333355,0.153051492,639,-0.255718986,0.000306,0.004777292,UPF1
ENSG00000005020,285.4467208,-0.070315209,0.580046511,0.801266143,218,0.116402127,0.089688683,0.363157925,226,0.219432788,0.006923072,0.040059441,SKAP2
ENSG00000005022,1492.311705,0.062439181,0.571923514,0.797927376,1148,0.008657817,0.840974593,0.946815206,1199,0.141994926,0.062898332,0.178466436,SLC25A5
ENSG00000005059,43.44243624,-0.058661546,0.70378953,0.871382042,34,0.14353487,0.10505657,0.391712872,36,0.429215711,0.001150409,0.012132619,MCUB
ENSG00000005075,713.7678947,-0.145669988,0.358647629,0.645736035,412,0.019899854,0.744868628,0.907522745,458,0.01740137,0.872452715,0.932744385,POLR2J
ENSG00000005100,233.7152363,-0.019944098,0.892135592,0.958729136,199,0.059384787,0.328637675,0.654742646,196,0.020909346,0.797198204,0.886041174,DHX33
ENSG00000005102,2.740926518,0.010959303,0.989571676,NA,3,0.479662078,0.165792344,0.483794932,4,1.655574019,9.07E-05,0.002014706,MEOX1
ENSG00000005108,651.9769818,-0.136450489,0.290696504,0.585803174,419,-0.133346491,0.078211772,0.343222546,431,-0.263376967,0.003804005,0.027009628,THSD7A
ENSG00000005156,331.0804219,-0.08536248,0.497308302,0.749805593,258,-0.016774669,0.76186948,0.915165944,248,-0.164116152,0.026635556,0.099411445,LIG3
ENSG00000005175,226.2360153,0.055355639,0.664894399,0.848903984,176,-0.003242585,0.941717542,0.980237095,176,0.015778827,0.829944883,0.907192331,RPAP3
ENSG00000005187,1980.808847,-0.257584978,0.114639042,0.369701721,1402,-0.017731152,0.794478008,0.92800363,1423,-0.028207807,0.789396998,0.880925415,ACSM3
ENSG00000005189,42.52961664,-0.224322254,0.311526751,0.604256323,31,0.03460853,0.714903283,0.894454778,33,0.150900852,0.203625123,0.381914608,REXO5
ENSG00000005194,198.1297858,0.089595698,0.544153072,0.782057151,152,0.019229101,0.741284092,0.906469866,155,0.014083362,0.861195394,0.927098493,CIAPIN1
ENSG00000005238,115.0555728,0.301875066,0.025170879,0.16249701,90,-0.008643432,0.88056891,0.960839748,96,0.046479933,0.58277284,0.739360869,FAM214B
ENSG00000005243,185.4232986,0.39420039,0.011563697,0.103633711,142,-0.106409,0.062219379,0.308063563,145,0.032293823,0.771866812,0.868579219,COPZ2
ENSG00000005249,76.08070226,0.026637033,0.880235491,0.953240753,59,0.010097194,0.898029592,0.965298362,61,0.153129062,1.51E-01,3.17E-01,PRKAR2B
ENSG00000005302,216.8895084,0.013416369,0.893671105,0.95943811,158,0.019206358,0.635706818,0.8545205,170,0.149572702,0.011780428,0.056962659,MSL3
ENSG00000005339,1132.177867,-0.162081185,0.200445398,0.487438894,852,-0.117427011,0.026151101,0.20080562,846,-0.239214462,0.000494466,0.006702464,CREBBP
ENSG00000005379,178.9528547,-0.127462685,0.448324517,0.714154226,121,-0.206967788,0.017306609,0.165116667,126,-0.302620422,0.012126022,0.058247576,TSPOAP1
ENSG00000005381,4.350236324,2.477973537,0.012183383,NA,4,0.188188854,0.625090097,0.849596254,5,0.770613165,0.127839423,0.283485925,MPO
ENSG00000005421,7461.827561,-0.209171765,0.256026917,0.551623411,5568,0.042535757,0.568555605,0.819748702,5570,0.048811041,0.718284738,0.833683225,PON1
ENSG00000005436,742.6622716,-0.190054537,0.097150866,0.337083701,533,0.037768372,0.427850334,0.728977671,526,-0.074697625,0.294799225,0.485856683,GCFC2
ENSG00000005448,37.81977901,0.190431534,0.41780334,0.691835937,26,-0.032752504,0.688565625,0.880814717,30,0.144712663,0.272815854,0.46202161,WDR54
ENSG00000005469,806.207226,-0.068892965,0.588927853,0.807410338,604,0.085772193,0.150083699,0.464573307,614,0.078556378,0.296352649,0.487605979,CROT
ENSG00000005471,4558.166085,0.356908384,0.115838484,0.372120887,4010,0.298450185,0.001657105,0.051879584,3803,0.194371253,0.114060188,0.2639246,ABCB4
ENSG00000005483,1041.277265,-0.128192527,0.096505993,0.336420989,751,-0.020458033,0.572306944,0.821944535,762,-0.057693747,0.230254108,0.413241715,KMT2E
ENSG00000005486,231.5943795,-0.062864986,0.715944806,0.877290026,193,0.109813365,0.085559608,0.357483617,196,0.15183596,0.098955217,0.240777387,RHBDD2
ENSG00000005700,2393.291293,0.072975659,0.286217018,0.580979912,1873,0.061100037,0.074016957,0.334359892,1835,0.007328551,0.884860984,0.93971047,IBTK
ENSG00000005801,251.4434327,0.020305801,0.845500524,0.937268187,180,0.039818613,0.339209625,0.662369523,187,0.05129346,0.481135389,0.656912648,ZNF195
ENSG00000005810,2463.191968,-0.236035333,0.030319757,0.179334827,1813,0.01562692,0.716787391,0.895236547,1786,-0.128782359,0.06089475,0.174698725,MYCBP2
ENSG00000005812,675.5429213,0.077948808,0.480747913,0.737999412,493,-0.106082058,0.014638828,0.154368155,506,-0.09993255,0.060168953,0.173181501,FBXL3
ENSG00000005844,346.6565088,-0.058477335,0.669308517,0.852606887,267,0.08754691,0.201325179,0.52646917,282,0.185813223,0.020842243,0.083722228,ITGAL
ENSG00000005882,505.310226,-0.558956069,8.00E-05,0.00639983,334,-0.016257157,0.780201622,0.922131324,330,-0.169533759,0.057910235,0.168880094,PDK2
ENSG00000005884,113.937655,0.089008133,0.707360511,0.87288659,76,0.001683728,0.986364485,0.994470414,89,0.504988499,0.006109245,0.036845265,ITGA3
ENSG00000005889,1165.048622,0.058213502,0.696491682,0.867242789,877,0.087356516,0.100585002,0.384038674,878,-0.003982881,0.954363498,0.976510087,ZFX
ENSG00000005893,3178.50048,0.208773678,0.170106759,0.447492137,2637,0.182571377,0.000735561,0.035452366,2715,0.277517417,0.000201307,0.003559686,LAMP2
ENSG00000005961,20.33333616,0.281479458,0.269241025,NA,14,0.217925748,0.112672314,0.403440999,14,0.117119481,0.546211945,0.711819202,ITGA2B
ENSG00000005981,160.3742837,-0.307197391,0.24970298,0.545120729,80,-0.342129603,0.001766278,0.053381576,86,-0.544487758,0.000175445,0.003236527,ASB4
ENSG00000006007,491.9174931,0.003165149,0.973888843,0.9887023,363,0.006650468,0.859859697,0.954082471,369,0.018067696,0.741478783,0.848706975,GDE1
ENSG00000006015,217.084533,0.0503909,0.67091998,0.853179582,155,-0.058828262,0.33316501,0.657908464,166,-0.030289014,0.797425048,0.886177859,REX1BD
ENSG00000006016,9.658665758,-0.428828377,0.252713096,NA,6,0.190588212,0.250474613,0.578907605,7,0.562599674,0.016091693,0.070825031,CRLF1
ENSG00000006025,34.63280565,0.873413636,0.030729738,0.180732962,24,-0.407754024,0.005198563,0.093219618,29,0.210224049,0.293441823,0.484592207,OSBPL7
ENSG00000006042,172.8575275,0.272520902,0.259815608,0.554534816,141,0.001005953,0.992244828,0.996567063,145,0.244960252,0.103268255,0.247843813,TMEM98
ENSG00000006047,29.18476733,-0.47666086,0.217675516,0.507943702,20,-0.275454068,0.100848854,0.384166812,19,-0.605153997,0.019341547,0.079778621,YBX2
ENSG00000006071,1.350390313,0.183486095,0.930947536,NA,1,-0.097099188,0.898638625,0.965571916,1,0.647852219,0.512347335,0.683503629,ABCC8
ENSG00000006116,1.153499667,-0.341114689,0.698674543,NA,1,0.035708985,0.915571069,0.971045155,1,0.029498061,0.957191193,0.978406046,CACNG3
ENSG00000006118,53.26235194,0.178377549,0.51658845,0.761550138,35,-0.044529736,0.634895746,0.853943862,43,0.421602733,0.023100843,0.089936752,TMEM132A
ENSG00000006125,901.3671625,-0.090426276,0.336836532,0.627173356,727,0.036130576,0.314306855,0.643064386,761,0.2152439,0.000663635,0.008182272,AP2B1
ENSG00000006194,311.0373424,0.046942359,0.656763829,0.846428807,228,-0.069396477,0.087996946,0.361313332,232,-0.129982662,0.02434494,0.093269433,ZNF263
ENSG00000006210,236.1985915,0.017066769,0.938509516,0.977021367,186,0.022547947,0.785714311,0.923483757,191,0.036748389,0.706974405,0.826118691,CX3CL1
ENSG00000006282,552.2666061,0.215510808,0.308669887,0.602457407,431,-0.062926411,0.518970992,0.791161818,443,-0.090532294,0.445974367,0.626037068,SPATA20
ENSG00000006283,27.14310537,-0.029314759,0.879032868,0.952924831,14,-0.063377066,0.47491185,0.763708387,15,-0.280045169,0.03457442,0.118636215,CACNA1G
ENSG00000006327,23.86139976,1.615027892,0.003027423,0.047929815,30,0.603633123,0.003666125,0.076598426,43,1.690085754,1.84E-08,3.40E-06,TNFRSF12A
ENSG00000006377,0.815324946,-0.4995146,0.526964105,NA,0,0.110573599,0.76200708,0.915198245,0,0.046634298,0.9283183,0.962850928,DLX6
ENSG00000006432,178.492926,-0.100996293,0.521442865,0.765819917,135,0.023945394,0.744694442,0.907433702,136,0.010418292,0.917078318,0.956921295,MAP3K9
ENSG00000006451,199.0984969,0.135887594,0.255212562,0.551239423,159,0.038694254,0.45923066,0.752679493,167,0.185125932,0.018950603,0.078641317,RALA
ENSG00000006453,509.0282184,-0.42790094,0.051277207,0.240665734,370,0.107275656,0.170277702,0.489516116,385,0.118726634,0.26043665,0.449079527,BAIAP2L1
ENSG00000006459,699.4217419,-0.013081548,0.88885578,0.957261192,486,-0.095914522,0.030038579,0.214173942,497,-0.187252681,0.000732818,0.008738507,KDM7A
ENSG00000006468,141.028129,-0.332962942,0.228614285,0.520098422,101,-0.008020628,0.949998141,0.982723716,105,0.10287866,0.485034444,0.660756961,ETV1
ENSG00000006530,380.159056,-0.010092178,0.93259374,0.973381754,280,0.053891449,0.288599308,0.618731699,284,-0.022973591,0.730914978,0.841758331,AGK
ENSG00000006534,110.2932954,0.443949124,0.007523065,0.080958765,81,0.024527314,0.73640348,0.904524523,87,0.191343711,6.58E-02,1.84E-01,ALDH3B1
ENSG00000006555,74.25194498,0.072953299,0.604042615,0.815954591,54,0.006357256,0.915846816,0.971045155,59,0.114100195,0.139168116,0.299844033,TTC22
ENSG00000006576,274.7939624,0.048958276,0.866538004,0.947677416,182,-0.106705674,2.42E-01,0.570765286,198,0.103827614,4.49E-01,0.628841165,PHTF2
ENSG00000006607,825.113352,-0.114564172,0.278270109,0.572394907,577,-0.078972251,0.061858721,0.307720499,576,-0.22446982,0.000845896,0.009655093,FARP2
ENSG00000006611,11.11176081,-0.45540361,0.56816633,NA,7,-0.413012237,0.136369048,0.444791521,11,0.920066894,0.012128085,0.058247576,USH1C
ENSG00000006625,176.373906,0.018517451,0.829833835,0.931520402,121,0.069154145,0.106333889,0.393721529,133,0.304499112,1.20E-05,0.000483975,GGCT
ENSG00000006634,68.00967772,-0.018314732,0.935460836,0.975005367,44,-0.028955575,0.738409442,0.904973236,52,0.284629502,0.032515487,0.113786166,DBF4
ENSG00000006638,85.31777665,0.146175302,0.322406868,0.612635783,57,-0.16490144,0.007560636,0.112083416,63,-0.07278339,0.360432871,0.549749304,TBXA2R
ENSG00000006652,513.3112114,-0.110363838,0.351087176,0.638917854,358,-0.029220028,0.574145316,0.82271499,366,-0.079473835,0.324553939,0.514032709,IFRD1
ENSG00000006659,15.9540228,-0.296706117,0.333812334,NA,9,0.049030697,0.675800674,0.876178655,9,-0.256381491,0.178787502,0.35164015,LGALS14
ENSG00000006695,135.6530408,-0.00766494,0.944987047,0.978926512,102,-0.016272659,0.756101211,0.912735168,106,0.154197885,0.019858649,0.081184303,COX10
ENSG00000006704,149.5104182,-0.656572608,0.013634096,0.1130554,95,-0.129752088,0.168794592,0.487387601,97,-0.12528517,0.384909579,0.571586202,GTF2IRD1
ENSG00000006712,288.3283219,0.101772443,0.343928584,0.632937251,225,0.036292159,0.40868642,0.715994752,220,-0.019949669,0.728902401,0.840631966,PAF1
ENSG00000006715,869.3565838,-0.06085221,0.594947892,0.812026592,688,0.166832873,0.000175274,0.016712,694,0.218122,0.004399478,0.029451822,VPS41
ENSG00000006740,46.50870654,0.253468767,0.442683305,0.709869658,33,-0.049185325,0.670992315,0.873728984,36,0.196350098,0.268366501,0.45725418,ARHGAP44
ENSG00000006744,618.3721909,0.094160014,0.281883743,0.57645942,509,0.052883435,0.15277177,0.467916636,490,-0.053749627,0.254577267,0.442013277,ELAC2
ENSG00000006747,25.78228427,0.505842489,0.043208765,0.217774797,16,-0.009610706,0.931260913,0.977374282,17,0.031242576,0.853994129,0.922442404,SCIN
ENSG00000006756,1744.825113,-0.091006683,0.570530802,0.797272141,1205,-0.076749528,0.164069969,0.481652068,1212,-0.22760023,0.005967232,0.036340062,ARSD
ENSG00000006757,345.492839,0.016021595,0.911396645,0.966372826,251,0.037664009,0.532861188,0.800112435,258,0.03481734,0.745979766,0.851863664,PNPLA4
ENSG00000006788,NA,NA,NA,NA,1,0.530874974,0.533066418,0.80013893,NA,NA,NA,NA,MYH13
ENSG00000006831,2235.355918,0.111091587,0.380096007,0.663166268,1855,0.088370715,0.150528563,0.464692764,1728,-0.099136468,0.226917245,0.409314573,ADIPOR2
ENSG00000006837,157.8911789,-0.265044277,0.004087261,0.056494983,85,-0.030916013,0.538509834,0.802803746,89,-0.18637244,0.022346245,0.087688405,CDKL3
ENSG00000007001,359.4395445,1.796539681,0.024648665,0.160449931,219,-0.132149132,0.692602981,0.88247271,246,-0.594400452,0.161758624,0.330529177,UPP2
ENSG00000007038,NA,NA,NA,NA,1,0.329525588,0.405780394,0.713809803,1,0.549812268,0.307304574,0.499128618,PRSS21
ENSG00000007047,241.1134752,0.072778188,0.629789482,0.831449842,176,-0.149682747,0.02254242,0.185447818,181,-0.180790646,0.114110883,0.263982126,MARK4
ENSG00000007062,74.23715202,-0.428553599,0.251778027,0.547157681,51,0.025634135,8.57E-01,9.53E-01,66,0.868166854,2.06E-03,1.79E-02,PROM1
ENSG00000007080,95.12148664,0.103257393,0.378422743,0.662051718,71,-0.046559275,3.14E-01,6.43E-01,76,0.05781432,4.03E-01,5.89E-01,CCDC124
ENSG00000007129,17.85685825,0.143849886,0.553787014,NA,14,0.008251563,9.38E-01,9.79E-01,14,0.155680069,3.35E-01,5.25E-01,CEACAM21
ENSG00000007168,1334.748485,-0.004029903,0.950196852,0.981201547,1003,0.049320508,8.37E-02,3.54E-01,986,-0.047493018,2.30E-01,4.13E-01,PAFAH1B1
ENSG00000007171,6.966727503,0.270648558,0.599672817,NA,7,0.435123462,7.38E-02,3.34E-01,6,0.291588488,2.87E-01,4.78E-01,NOS2
ENSG00000007174,30.81164255,0.362334036,0.041847219,0.214054296,17,-0.135293122,1.24E-01,4.23E-01,20,-0.052202203,6.44E-01,7.83E-01,DNAH9
ENSG00000007202,2387.650939,0.120458088,0.160744565,0.435767082,1832,0.016027452,5.97E-01,8.34E-01,1814,-0.083866423,1.55E-01,3.21E-01,KIAA0100
ENSG00000007216,10.91418671,0.121508952,0.824738264,NA,7,-0.282886955,1.48E-01,4.61E-01,7,-0.453312375,1.43E-01,3.05E-01,SLC13A2
ENSG00000007237,107.129709,0.172644184,0.512985138,0.759190999,81,0.051345624,0.651594223,0.86235655,93,0.42157897,0.011937532,0.057542949,GAS7
ENSG00000007255,103.2249066,0.601004382,0.000563803,0.019036805,88,-0.078016749,0.298688272,0.628774744,89,-0.072878787,0.594116432,0.74793141,TRAPPC6A
ENSG00000007264,37.77550418,0.321799502,0.150123018,0.421986842,29,0.115851959,0.222351531,0.552298795,31,0.088017023,0.452429241,0.631513503,MATK
ENSG00000007312,24.67134241,0.773647331,0.01806579,0.133736241,20,-0.078692175,0.519949791,0.791945592,20,0.09584314,0.588675059,0.743833308,CD79B
ENSG00000007314,26.3534221,0.573656509,0.558732509,0.790667979,11,-1.022126371,0.003018722,0.068415941,14,0.358143362,0.443666466,0.624080832,SCN4A
