ENSEMBL_GENE_ID,baseMean__NASHF12vsNAFL+F0,log2FoldChange__NASHF12vsNAFL+F0,pvalue__NASHF12vsNAFL+F0,padj__NASHF12vsNAFL+F0,baseMean__NASHF34vsNAFL+F0,log2FoldChange__NASHF34vsNAFL+F0,pvalue__NASHF34vsNAFL+F0,padj__NASHF34vsNAFL+F0,external_gene_name
ENSG00000102904,25,-0.148785261,0.31455514,0.85297532,29,-0.02991731,0.873010219,0.952435495,TSNAXIP1
ENSG00000102908,302,0.059017925,0.578886944,0.933313173,289,-0.010240315,0.935585376,0.974657139,NFAT5
ENSG00000102910,4320,-0.014421848,0.74608868,0.961649732,4204,-0.101551502,0.044692953,0.187547343,LONP2
ENSG00000102921,425,0.001961007,0.964364555,0.993964178,416,-0.115714616,0.008981518,0.064261407,N4BP1
ENSG00000102924,4,0.061969868,0.856600073,0.981554205,5,0.906963097,0.010624206,0.072707498,CBLN1
ENSG00000102931,529,0.105164282,0.082269855,0.662123258,542,0.112519968,0.123657518,0.351502162,ARL2BP
ENSG00000102934,113,-0.245409033,0.036213822,0.537331223,124,-0.165797019,0.257516181,0.53555522,PLLP
ENSG00000102935,16,0.085687762,0.502796466,0.91561983,17,0.188642038,0.151310767,0.39807994,ZNF423
ENSG00000102962,8,0.674060276,0.00962051,0.36003868,14,1.5234476,1.10E-06,5.79E-05,CCL22
ENSG00000102967,1089,0.014931043,0.860468941,0.981886891,1061,-0.110146062,0.22978731,0.503858544,DHODH
ENSG00000102970,2,0.32281755,0.431239108,0.898170169,4,1.443053469,3.42E-03,0.032149471,CCL17
ENSG00000102974,501,0.01464218,6.47E-01,9.46E-01,497,-0.021801751,0.58244608,0.805655566,CTCF
ENSG00000102977,66,-0.124996111,0.167663001,0.764425934,70,-0.044245093,0.646164534,0.84366154,ACD
ENSG00000102978,892,-0.047967429,0.265478201,0.830301473,898,-0.071808862,0.215330739,0.486614392,POLR2C
ENSG00000102981,44,-0.036383675,0.705055432,0.955609861,41,-0.230046033,0.045803616,0.18997223,PARD6A
ENSG00000102984,36,0.052558188,0.648987872,0.946421575,36,0.002774841,0.981107998,0.992474153,ZNF821
ENSG00000102996,884,0.003199814,0.970531651,0.994779855,902,0.018970807,0.855662321,0.944172507,MMP15
ENSG00000103005,291,0.109164106,4.97E-02,5.89E-01,306,0.166610848,5.16E-03,4.36E-02,USB1
ENSG00000103018,1025,0.069855494,0.405135749,0.890935747,1032,-0.011722354,0.912693075,0.967310507,CYB5B
ENSG00000103021,46,-0.011125573,0.906416318,0.987710478,49,0.163832405,0.106186868,0.320376599,CCDC113
ENSG00000103024,158,-2.58E-01,1.49E-01,7.43E-01,166,-0.278258803,1.67E-01,4.24E-01,NME3
ENSG00000103034,10,0.021317889,0.929403005,0.989319943,12,0.24495286,0.294973421,0.575710828,NDRG4
ENSG00000103035,1175,0.075621858,0.101891632,0.697212531,1174,0.067327527,1.80E-01,4.42E-01,PSMD7
ENSG00000103037,220,0.021521926,0.712253354,0.95685068,229,-0.016869089,0.781266644,0.91221686,SETD6
ENSG00000103042,321,0.204609593,0.008440201,0.347178683,309,0.141811345,0.059475536,0.22409751,SLC38A7
ENSG00000103043,397,-0.024897481,0.611279013,0.940503857,387,-0.097159957,0.077368563,0.265120241,VAC14
ENSG00000103044,27,-0.163638865,0.202643436,0.800425388,30,-0.213087403,0.130355646,0.363727446,HAS3
ENSG00000103047,618,-0.119224765,0.136830527,0.729798922,565,-0.279017952,0.001728694,0.019536164,TANGO6
ENSG00000103051,733,-0.006347963,9.22E-01,9.89E-01,786,0.080631193,0.233191787,0.507597874,COG4
ENSG00000103056,64,0.034077589,0.854293752,0.981554205,61,-0.099357471,0.616715991,0.825614644,SMPD3
ENSG00000103061,201,-0.008435211,0.783051089,0.970612013,206,-0.003518994,0.927483855,0.971634648,SLC7A6OS
ENSG00000103064,49,0.326905355,0.000897199,0.135346425,71,0.918306751,5.20E-11,1.39E-08,SLC7A6
ENSG00000103066,347,-0.056375782,0.551428075,0.926135281,355,-0.077768811,0.421696086,0.692662798,PLA2G15
ENSG00000103067,1202,-0.062380885,0.284184307,0.838773282,1199,-0.13736573,2.80E-02,1.39E-01,ESRP2
ENSG00000103089,1,-0.762616317,0.120164345,NA,2,0.811418285,8.91E-02,2.89E-01,FA2H
ENSG00000103091,986,0.022580492,0.804173958,0.974635556,977,-0.089742682,0.256396813,0.534766211,WDR59
ENSG00000103111,593,-0.021212708,0.622757319,0.941430484,581,-0.116657015,0.027154967,0.136463754,MON1B
ENSG00000103121,586,-0.100736897,1.94E-01,0.79314889,585,-0.163983749,3.13E-02,1.50E-01,CMC2
ENSG00000103126,148,-0.048064098,0.54634544,0.925026348,150,-0.097972006,0.316682676,0.598850216,AXIN1
ENSG00000103145,127,-0.207339412,0.026169521,0.489347433,131,-0.263799971,0.022436306,0.120345015,HCFC1R1
ENSG00000103148,207,-0.133182752,0.162925318,0.759475962,215,-0.198661902,8.98E-02,2.90E-01,NPRL3
ENSG00000103150,705,-0.066400597,0.337135629,0.862116763,697,-0.124423888,0.136149171,0.373846646,MLYCD
ENSG00000103152,388,-0.158294961,0.108177935,0.70429154,372,-0.296699363,0.003689161,0.0338722,MPG
ENSG00000103154,193,-0.153939158,0.4024284,0.889642733,255,-0.104743649,6.07E-01,8.20E-01,NECAB2
ENSG00000103160,170,0.052593636,0.335667898,0.861585352,176,0.104939403,8.36E-02,0.277615032,HSDL1
ENSG00000103168,257,-0.037884977,0.768534704,0.968135043,292,-0.0043916,9.78E-01,9.91E-01,TAF1C
ENSG00000103174,139,-0.064861334,0.433754771,0.898904214,139,-0.099137651,2.63E-01,0.541723174,NAGPA
ENSG00000103175,37,-0.215404842,0.1498285,0.74268737,44,0.072675367,0.696330516,0.871298984,WFDC1
ENSG00000103184,9,0.170929958,0.314799855,0.853065392,7,-0.11840595,4.60E-01,0.723026725,SEC14L5
ENSG00000103187,490,0.104310921,2.98E-01,8.46E-01,471,0.09689479,4.23E-01,6.93E-01,COTL1
ENSG00000103194,687,0.00086407,0.985631904,0.997553367,683,-0.025109465,0.688476092,0.867151547,USP10
ENSG00000103196,88,0.092206582,0.475210554,0.907363009,122,0.725131415,1.71E-06,8.23E-05,CRISPLD2
ENSG00000103197,564,-0.136761937,0.145161105,0.741355511,580,-0.199875679,0.078250849,0.26677616,TSC2
ENSG00000103199,64,-0.057654565,5.04E-01,9.16E-01,63,-0.115934443,2.68E-01,5.47E-01,ZNF500
ENSG00000103202,1090,-0.179950018,0.057834801,0.611088377,1113,-0.165928319,0.097934035,0.305778242,NME4
ENSG00000103222,71,0.095880037,0.300236849,0.847887992,83,0.340384303,0.003792546,0.034613454,ABCC1
ENSG00000103226,60,-0.016526913,0.941867055,0.991364131,55,-0.27644,0.329555119,0.611675574,NOMO3
ENSG00000103227,169,-0.122479419,2.19E-01,0.804638185,177,-0.139798646,0.27109121,0.549815534,LMF1
ENSG00000103241,26,-0.052755034,0.62064286,0.94084682,25,-0.223797168,0.067857015,0.243895349,FOXF1
ENSG00000103245,222,-0.067974568,0.431943429,0.898170169,232,-0.07447778,0.483309376,0.739852413,CIAO3
ENSG00000103248,144,-0.075269091,0.218891886,0.804638185,156,-0.090180455,0.289674874,0.569416604,MTHFSD
ENSG00000103249,430,0.071750055,0.416226989,0.895067984,427,-0.012502013,0.909302817,0.966074046,CLCN7
ENSG00000103253,2,0.012549178,0.968692624,0.994594858,3,0.604531637,0.068693069,0.245867629,HAGHL
ENSG00000103254,90,-0.11624196,0.506324185,0.916319112,92,-0.134484969,0.490373869,0.74453997,ANTKMT
ENSG00000103257,250,0.07605845,0.418550938,0.895067984,255,0.01076609,0.918366468,0.969570249,SLC7A5
ENSG00000103260,169,-0.046425884,0.742831789,0.961040277,166,-0.10683467,0.487114569,0.741914236,METRN
ENSG00000103264,886,0.039463195,0.612457323,0.940503857,900,-0.023974406,0.774980269,0.908596092,FBXO31
ENSG00000103266,835,-0.107379066,0.207534436,0.80166479,856,-0.138583817,1.62E-01,0.416049977,STUB1
ENSG00000103269,10,-0.035134412,0.858970013,0.981732848,11,-0.035388647,0.863264613,0.94722193,RHBDL1
ENSG00000103274,300,-0.045921927,0.323384765,0.855527916,298,-0.08925884,0.11136335,0.329671665,NUBP1
ENSG00000103275,458,0.01585496,0.685923766,0.952332966,473,0.019795859,0.636392379,0.83761212,UBE2I
ENSG00000103313,10,0.025365925,0.893561901,0.985696671,9,-0.132123673,0.543770935,0.782246854,MEFV
ENSG00000103316,283,0.116816409,0.240574733,0.817379753,303,0.233729873,0.011498524,0.076584035,CRYM
ENSG00000103319,302,0.025653148,6.20E-01,9.41E-01,297,-0.056693846,3.17E-01,5.99E-01,EEF2K
ENSG00000103326,206,-0.202070457,0.188189454,0.785295761,208,-0.344634844,0.067581149,0.243215752,CAPN15
ENSG00000103335,535,0.059209026,5.58E-01,9.28E-01,596,0.197230957,1.02E-01,3.13E-01,PIEZO1
ENSG00000103342,1352,0.056221003,2.68E-01,8.31E-01,1335,0.011566214,0.859696966,0.94605048,GSPT1
ENSG00000103343,69,-0.035061679,5.26E-01,9.22E-01,70,-0.024601628,7.01E-01,8.74E-01,ZNF174
ENSG00000103351,121,-0.04538738,0.367436169,0.875134654,123,-0.053975911,0.388593808,0.667243545,CLUAP1
ENSG00000103353,729,0.021881422,0.528433497,0.921770694,737,0.018058758,0.693507786,0.869699987,UBFD1
ENSG00000103356,659,0.08625877,0.166389046,0.762604594,641,0.070212177,0.377000181,0.656451642,EARS2
ENSG00000103363,1106,-0.225772195,5.45E-02,6.07E-01,1125,-0.256205925,0.037896225,0.169352965,ELOB
ENSG00000103365,833,0.01533566,0.694944688,0.954169826,822,-0.074944928,0.088603032,0.288067577,GGA2
ENSG00000103375,14,0.49105437,0.268824204,0.831617763,14,0.431636436,0.363140337,0.643892615,AQP8
ENSG00000103381,1174,-0.122686089,6.38E-02,6.21E-01,1136,-0.210184488,6.48E-03,5.10E-02,CPPED1
ENSG00000103404,242,-0.053597566,0.326291784,0.856812717,246,-0.065735109,0.271368829,0.550113349,USP31
ENSG00000103415,704,0.050829221,4.70E-01,9.06E-01,674,-0.002915844,9.67E-01,9.88E-01,HMOX2
ENSG00000103423,1346,0.031847589,0.454846372,0.902933866,1301,-0.068779102,0.236591421,0.511976559,DNAJA3
ENSG00000103429,589,0.012593892,7.79E-01,9.70E-01,581,-0.019260823,7.25E-01,8.87E-01,BFAR
ENSG00000103449,713,-0.005216206,0.948305442,0.992249387,701,0.005418055,0.951301718,0.980733345,SALL1
ENSG00000103460,50,0.291994575,0.041661543,0.553932121,50,0.307812415,0.098426429,0.306541942,TOX3
ENSG00000103472,5,0.16120899,0.413895538,0.89468552,5,0.024868576,0.915529497,0.968641075,RRN3P2
ENSG00000103479,2339,-0.092586076,0.191796547,0.790968692,2293,-0.19022551,0.010841487,0.073582466,RBL2
ENSG00000103485,3744,-0.016145414,0.837660803,0.980177678,3607,-0.168083811,4.79E-02,1.95E-01,QPRT
ENSG00000103489,17,0.073100102,0.569199235,0.931223955,19,0.417794559,0.009147387,0.065034914,XYLT1
ENSG00000103490,52,0.089890598,0.526065905,0.921732985,60,0.415940213,0.008539257,0.061988574,PYCARD
ENSG00000103494,32,-0.03926638,6.68E-01,9.50E-01,35,0.143260291,1.15E-01,3.36E-01,RPGRIP1L
ENSG00000103495,1069,-0.015867636,8.11E-01,9.75E-01,1038,-0.114554069,1.40E-01,3.80E-01,MAZ
ENSG00000103496,345,-0.007712587,0.902611705,0.987167439,355,-0.015259564,0.824354745,0.931224465,STX4
ENSG00000103502,875,-0.041224603,0.516432351,0.919530435,903,-0.034217873,0.640371556,0.839994401,CDIPT
ENSG00000103507,1044,-0.02507142,0.700585416,0.954645165,994,-0.16562574,1.91E-02,0.108256461,BCKDK
ENSG00000103510,340,-0.059828805,3.26E-01,0.856816758,342,-0.120232253,1.13E-01,3.32E-01,KAT8
ENSG00000103512,515,-0.000477545,0.993213308,0.998869906,514,0.00073052,9.90E-01,9.96E-01,NOMO1
ENSG00000103522,13,0.323440874,0.031871283,0.519720241,16,0.590324004,0.006736426,0.052519081,IL21R
ENSG00000103528,297,-0.015285395,8.43E-01,9.81E-01,313,0.017608865,8.34E-01,9.36E-01,SYT17
ENSG00000103534,1,-0.976183179,0.134472571,NA,3,1.561042503,0.023447924,0.123491243,TMC5
ENSG00000103540,113,-0.015886388,0.860247016,0.981799963,110,-0.095033135,0.334350891,0.616405431,CCP110
ENSG00000103544,471,-0.033446265,4.48E-01,9.03E-01,479,0.005966508,9.14E-01,9.68E-01,VPS35L
ENSG00000103546,33,1.719710437,2.71E-05,0.021081596,29,1.408509956,4.29E-04,6.88E-03,SLC6A2
ENSG00000103549,686,-0.093987773,0.069780355,0.638673544,679,-0.142074819,0.011865657,0.078297961,RNF40
ENSG00000103550,123,0.033748246,0.613370282,0.940699707,126,0.074969629,0.296289139,0.577470047,KNOP1
ENSG00000103569,15584,-0.065399899,3.55E-01,8.70E-01,15222,-0.155708848,7.79E-02,2.66E-01,AQP9
ENSG00000103591,407,0.131941073,0.007017993,0.330126183,432,0.23513547,2.24E-05,0.000657169,AAGAB
ENSG00000103599,23,0.097322383,0.355000119,0.869767505,23,0.10607214,0.402386958,0.678220308,IQCH
ENSG00000103642,633,0.068645555,0.206383972,0.80166479,668,0.173139297,1.30E-02,0.08352602,LACTB
ENSG00000103647,13,0.18258834,0.205229044,0.80132573,13,0.210987643,0.215248545,0.486614392,CORO2B
ENSG00000103653,473,0.010701173,0.886187906,0.985547641,457,-0.12114114,0.173358514,0.433171993,CSK
ENSG00000103657,1301,-0.022639042,0.749825646,0.962999843,1283,0.01531759,0.849100124,0.941820501,HERC1
ENSG00000103671,206,0.043567698,0.346925457,0.866015128,206,0.01421048,7.87E-01,0.915243422,TRIP4
ENSG00000103707,143,0.067778506,0.120251629,0.71512296,144,0.054823677,0.279021009,0.558172476,MTFMT
ENSG00000103710,4,-0.21199904,0.486180791,0.911492379,7,0.831245964,0.00582053,0.047453733,RASL12
ENSG00000103742,NA,NA,NA,NA,2,1.571673484,0.000294881,0.005046715,IGDCC4
ENSG00000103769,987,0.005989188,0.905706101,0.987635539,1029,0.07134852,0.228396336,0.502115179,RAB11A
ENSG00000103811,2399,-0.2052727,0.007941887,0.341154584,2418,-0.211355916,0.013055087,0.08381977,CTSH
ENSG00000103852,251,0.099499697,0.047816684,0.578292854,269,0.182583174,0.003854495,0.035014531,TTC23
ENSG00000103855,720,0.114127274,0.179168793,0.779341828,702,0.031039206,0.742684395,0.894562655,CD276
ENSG00000103876,6149,-0.011020368,0.872070647,0.983185169,6135,-0.002006007,9.77E-01,0.991142603,FAH
ENSG00000103888,1,-0.362646593,0.28670983,NA,3,1.06578221,0.014812516,0.091111027,CEMIP
ENSG00000103932,254,-0.107208157,6.57E-02,6.28E-01,253,-0.130341773,3.31E-02,1.55E-01,RPAP1
ENSG00000103942,1386,-0.114718995,9.11E-02,6.81E-01,1257,-0.307376658,1.88E-04,3.60E-03,HOMER2
ENSG00000103966,288,0.230917673,0.006575647,0.321760874,293,0.314586929,0.000217007,0.004043936,EHD4
ENSG00000103978,444,-0.019522407,0.671915393,0.951175577,456,0.007956004,0.869163751,0.950031684,TMEM87A
ENSG00000103994,816,0.053892394,0.428760533,0.897085441,783,-0.000332582,0.997085937,0.998673133,ZNF106
ENSG00000103995,28,0.035232972,0.708057007,0.956300761,32,0.258524161,0.018690651,0.106740285,CEP152
ENSG00000104043,127,0.074736896,4.04E-01,8.91E-01,131,0.120562118,2.65E-01,5.43E-01,ATP8B4
ENSG00000104044,5,0.479607592,1.20E-01,7.15E-01,7,1.266255783,5.04E-05,1.29E-03,OCA2
ENSG00000104047,199,-0.00750946,0.932274427,0.989929512,212,0.011273797,0.900603723,0.962435121,DTWD1
ENSG00000104059,4,-0.008705012,0.966775352,0.994117067,4,0.277086774,2.91E-01,5.70E-01,FAM189A1
ENSG00000104064,318,-0.05677164,2.07E-01,8.02E-01,327,-0.093647901,4.32E-02,1.84E-01,GABPB1
ENSG00000104067,975,0.044629149,4.94E-01,9.15E-01,1019,0.10563694,1.96E-01,4.63E-01,TJP1
ENSG00000104081,227,0.140711383,0.268193074,0.830765454,202,-0.061853056,0.685996203,0.86573022,BMF
ENSG00000104093,431,0.154146598,0.038948443,0.544283278,462,0.263134344,0.002663792,0.027059115,DMXL2
ENSG00000104129,166,-0.042521891,5.96E-01,9.38E-01,163,-0.206774239,1.48E-02,9.11E-02,DNAJC17
ENSG00000104131,738,0.035536432,0.672991981,0.9512166,753,0.016702922,0.861193775,0.946494653,EIF3J
ENSG00000104133,1050,0.057037578,3.01E-01,0.848791652,1034,0.044078577,5.46E-01,0.784062814,SPG11
ENSG00000104140,NA,NA,NA,NA,2,1.613892227,0.006985635,0.053823342,RHOV
ENSG00000104142,298,0.063329993,0.311294602,0.852091544,305,0.071090117,0.243398247,0.520493673,VPS18
ENSG00000104147,7,0.438565469,0.054700393,0.608239637,8,0.742951053,0.001087737,0.013793692,OIP5
ENSG00000104154,136,0.05329886,0.582189317,0.933996637,131,-0.056735818,0.610505137,0.822447882,SLC30A4
ENSG00000104164,542,0.080364785,2.22E-01,8.07E-01,544,0.089725831,3.13E-01,5.95E-01,BLOC1S6
ENSG00000104177,8,0.083357527,0.684268095,0.952058122,13,1.007542098,3.84E-05,0.00102173,MYEF2
ENSG00000104205,116,0.108640276,0.198435389,0.797062512,114,-0.038080133,0.653432394,0.84776998,SGK3
ENSG00000104213,8,-0.094111543,0.588497127,0.93644561,10,0.373135569,0.059332559,0.223782596,PDGFRL
ENSG00000104218,165,-0.00799385,9.05E-01,0.987635539,176,0.02687684,6.95E-01,8.70E-01,CSPP1
ENSG00000104219,206,0.281056546,0.026026482,0.489347433,202,0.29740714,0.050252066,0.201394237,ZDHHC2
ENSG00000104221,143,-0.029100107,0.612042533,0.940503857,142,-0.093518953,0.13234299,0.367260809,BRF2
ENSG00000104228,300,0.154705949,0.041787942,0.55404728,308,0.213452203,0.003312946,0.031235721,TRIM35
ENSG00000104231,484,-0.017042668,0.790750446,0.972725142,488,-0.069415018,0.371935247,0.651657875,ZFAND1
ENSG00000104267,3062,-0.189772506,0.013044119,0.398200314,3038,-0.22177403,0.026822774,0.135269625,CA2
ENSG00000104290,31,0.285185122,0.01817152,0.433052178,35,0.466836557,0.000159016,0.003188217,FZD3
ENSG00000104299,86,0.156803247,2.63E-02,4.89E-01,93,0.317005862,9.84E-06,3.41E-04,INTS9
ENSG00000104312,95,0.150479902,0.028732186,0.504911948,102,0.276639303,1.25E-04,2.63E-03,RIPK2
ENSG00000104320,616,0.022020029,0.794458096,0.973278593,610,0.016290072,0.875770125,0.953792714,NBN
ENSG00000104324,1092,-0.084728502,0.158469568,0.752330286,1089,-0.076933546,0.382573113,0.661845917,CPQ
ENSG00000104325,7187,0.117436787,0.055437989,0.608351859,7485,0.140385961,0.073341734,0.256624093,DECR1
ENSG00000104331,1267,0.130164437,0.061783417,0.619295648,1255,0.098030735,2.14E-01,4.85E-01,BPNT2
ENSG00000104332,111,0.021712006,8.46E-01,9.81E-01,113,0.045260239,7.73E-01,9.08E-01,SFRP1
ENSG00000104341,641,0.214938376,1.43E-01,7.38E-01,662,0.300925951,4.75E-02,1.94E-01,LAPTM4B
ENSG00000104343,262,0.112846815,0.345209146,0.865401513,272,0.14699615,0.255162326,0.533700394,UBE2W
ENSG00000104356,70,0.043524452,0.526739661,0.921770694,71,-0.014822457,0.828216799,0.932780437,POP1
ENSG00000104361,234,0.357085164,0.001549722,0.173029454,285,0.814738737,5.60E-14,4.06E-11,NIPAL2
ENSG00000104365,400,0.011866505,0.807605937,0.974817168,439,0.091705677,0.127624794,0.358286334,IKBKB
ENSG00000104368,55,-0.274544084,0.057855906,0.611088377,84,0.550436873,0.001612135,0.018523303,PLAT
ENSG00000104369,2,0.477525791,0.179259949,0.779402821,4,1.72780046,2.84E-05,0.000802958,JPH1
ENSG00000104371,NA,NA,NA,NA,NA,NA,NA,NA,DKK4
ENSG00000104375,300,-0.074812728,0.256121555,0.827537773,306,-0.118613563,0.139394267,0.379307825,STK3
ENSG00000104381,48,0.030142899,7.35E-01,9.61E-01,51,0.171987147,1.12E-01,3.32E-01,GDAP1
ENSG00000104388,1781,0.114816446,0.182799805,0.781023275,1781,0.075144387,0.429915803,0.697935248,RAB2A
ENSG00000104408,3222,-0.045376205,4.80E-01,9.09E-01,3205,-0.06826418,3.89E-01,6.68E-01,EIF3E
ENSG00000104412,417,0.045470423,0.48238345,0.909928331,417,0.014298001,0.862628275,0.947049649,EMC2
ENSG00000104413,9,0.122080674,0.670610418,0.951115005,21,1.811952458,1.71E-07,1.25E-05,ESRP1
ENSG00000104415,14,0.337087908,0.034650654,0.53089846,17,0.764136467,9.02E-06,0.000315788,CCN4
ENSG00000104419,1210,-0.064350986,0.594080812,0.937469853,1224,-0.006963618,0.953387999,0.981418029,NDRG1
ENSG00000104427,17,-0.057270189,0.670726136,0.951115005,20,0.249749463,1.39E-01,0.378846376,ZC2HC1A
ENSG00000104432,46,0.114305797,0.306407877,0.850725722,48,0.230780841,0.084954157,0.280726641,IL7
ENSG00000104435,8,1.062917735,0.009049069,0.35489292,44,4.138550462,9.02E-23,6.43E-19,STMN2
ENSG00000104442,428,0.022605943,8.43E-01,9.81E-01,424,0.003367914,0.980493617,0.992393715,ARMC1
ENSG00000104447,62,0.083768713,0.64048212,0.944025352,60,0.006932052,0.969808374,0.988329695,TRPS1
ENSG00000104450,88,0.108525937,0.208092228,0.80166479,89,0.151584246,0.112890765,0.332391024,SPAG1
ENSG00000104472,202,3.39E-02,0.566065164,0.93021983,200,-0.059814509,0.257339647,0.535440498,CHRAC1
ENSG00000104490,331,-0.005612809,9.35E-01,9.91E-01,350,0.051943533,5.63E-01,7.94E-01,NCALD
ENSG00000104497,54,0.130311342,0.30184233,0.849038194,53,0.063651663,0.667077857,0.855717251,SNX16
ENSG00000104517,892,-0.006235851,0.900129101,0.986427472,875,-0.071948165,0.215720885,0.486633758,UBR5
ENSG00000104518,990,-0.14770081,1.35E-01,7.29E-01,972,-0.236117692,2.81E-02,1.40E-01,GSDMD
ENSG00000104522,664,-0.023880046,7.34E-01,0.959806977,675,-0.022470356,7.71E-01,9.07E-01,GFUS
ENSG00000104524,134,-0.080405712,0.351784667,0.868780074,130,-0.14852376,0.087642858,0.285988967,PYCR3
ENSG00000104529,3120,-0.131922363,0.158203812,0.752091471,3211,-0.133316327,1.82E-01,0.445354951,EEF1D
ENSG00000104537,210,0.3132221,0.153985669,0.747414051,288,0.981173283,1.78E-05,0.000546955,ANXA13
ENSG00000104549,1343,0.576072426,0.037217326,0.537882763,1408,0.23999845,0.47313245,0.732873977,SQLE
ENSG00000104611,580,0.042297277,0.488246885,0.912822645,571,0.029304848,0.693931418,0.869820021,SH2D4A
ENSG00000104613,979,0.060007506,0.106998182,0.702738468,957,-0.002502624,0.961098635,0.984413103,INTS10
ENSG00000104626,116,0.172414806,0.051686074,0.596312915,119,0.226580962,0.026358846,0.133755693,ERI1
ENSG00000104635,13107,0.029723411,0.575638188,0.932578193,12621,-0.09031393,0.224782359,0.497007328,SLC39A14
ENSG00000104643,180,0.061121451,0.429649965,0.897632188,182,0.087350949,0.306808996,0.589291139,MTMR9
ENSG00000104660,338,0.087777253,0.156494042,0.750495512,361,0.17171438,0.036305826,0.164571342,LEPROTL1
ENSG00000104671,146,0.09153025,0.261251871,0.829837625,147,0.070739164,0.442877862,0.709115044,DCTN6
ENSG00000104679,388,-0.06097101,0.334353511,0.861024369,377,-0.177326151,0.013722555,0.086929162,R3HCC1
ENSG00000104687,894,0.0862705,0.042419348,0.55557524,909,0.115074511,0.012561857,0.081632994,GSR
ENSG00000104689,53,0.278901891,0.038522104,0.542310397,54,0.380038143,0.010781137,0.073382397,TNFRSF10A
ENSG00000104691,496,0.025929106,0.68451167,0.95217635,502,0.058814964,0.505169902,0.755528602,UBXN8
ENSG00000104695,1087,0.111063017,0.190188533,0.788737956,1077,0.107005636,0.256867357,0.535006877,PPP2CB
ENSG00000104714,118,-0.232070809,0.002789534,0.226395424,120,-0.301185702,0.000118456,0.002511516,ERICH1
ENSG00000104723,111,-0.265255595,1.36E-01,7.29E-01,135,0.219842285,2.71E-01,5.50E-01,TUSC3
ENSG00000104728,63,-0.146225532,0.144420818,0.740949558,76,0.016537195,0.88982854,0.958730753,ARHGEF10
ENSG00000104731,222,-0.048618887,6.06E-01,9.40E-01,233,-0.104829079,3.14E-01,5.97E-01,KLHDC4
ENSG00000104738,300,0.099225518,0.351896005,0.868841339,305,0.239237848,0.033960564,0.158041842,MCM4
ENSG00000104756,203,0.104706134,1.76E-01,7.77E-01,213,0.225106456,0.01709831,0.100643566,KCTD9
ENSG00000104760,13821,0.007531264,0.940481727,0.991127782,15942,0.213751539,0.109020527,0.325679116,FGL1
ENSG00000104763,1310,0.119441408,0.158679714,0.752639399,1316,0.165304511,0.081603317,0.273455476,ASAH1
ENSG00000104765,685,0.049696587,0.619535074,0.94084682,704,0.135475413,0.224201325,0.496353965,BNIP3L
ENSG00000104774,457,-0.030803821,0.669629574,0.95108001,444,-0.041487388,0.590141017,0.809598999,MAN2B1
ENSG00000104783,6,-0.077609768,0.71719112,0.956904199,8,0.74949949,0.003708367,0.034019337,KCNN4
ENSG00000104804,1,-0.438737471,0.4179931,NA,1,-0.368372479,5.60E-01,7.93E-01,TULP2
ENSG00000104805,3970,-0.129533974,0.061367795,0.619295648,3924,-0.171155186,0.017001136,0.100249535,NUCB1
ENSG00000104808,2,0.442196555,1.95E-01,7.94E-01,1,0.393663897,0.277523988,0.556754845,DHDH
ENSG00000104812,173,-0.04118702,7.09E-01,9.57E-01,179,-0.115849372,0.380870991,0.660341579,GYS1
ENSG00000104814,37,-0.074311452,0.514482549,0.9194768,43,0.042528326,0.78581904,0.914732151,MAP4K1
ENSG00000104823,3585,-0.143865095,0.185008813,0.782690826,3505,-0.342690266,0.003225481,0.030695157,ECH1
ENSG00000104824,911,-0.003284277,0.93330333,0.989929512,913,-0.062443157,0.167206705,0.424488994,HNRNPL
ENSG00000104825,203,-0.034025666,0.669674276,0.95108001,207,-0.085457316,0.358470889,0.639032962,NFKBIB
ENSG00000104833,6,0.425718374,1.47E-01,0.741607712,8,0.556808571,0.124164383,0.352240903,TUBB4A
ENSG00000104835,16,-0.079272228,0.460330564,0.904001081,15,-0.305411916,2.64E-02,1.34E-01,SARS2
ENSG00000104852,1422,-0.065900769,0.638291887,0.94350253,1597,-0.068430406,0.658316287,0.850674785,SNRNP70
ENSG00000104853,1390,-0.072561882,0.260579268,0.829837625,1314,-0.163949779,0.03232582,0.152929294,CLPTM1
ENSG00000104856,65,0.287321962,0.039498169,0.545920316,72,0.426668065,0.002951804,0.029033539,RELB
ENSG00000104859,189,-0.075691269,0.593001467,0.937172748,204,-0.175251967,0.289581382,0.569342387,CLASRP
ENSG00000104863,28,0.021116766,8.77E-01,9.83E-01,29,-0.056564785,0.709365755,0.87861635,LIN7B
ENSG00000104866,139,-0.005517054,0.95130829,0.992856342,139,-0.066484546,0.535374892,0.775862016,PPP1R37
ENSG00000104870,4976,-0.196047629,0.0071398,0.330126183,4725,-0.325962009,0.000136851,0.002809657,FCGRT
ENSG00000104872,578,-0.136901162,0.055750786,0.608351859,583,-0.187125962,0.018334894,0.105298897,PIH1D1
ENSG00000104879,12,-0.517815092,5.42E-01,9.24E-01,38,2.657339938,0.009954741,0.069368655,CKM
ENSG00000104880,17,0.054891971,0.634919788,0.943020393,18,0.061573472,0.605124144,0.819455564,ARHGEF18
ENSG00000104881,40,0.041560909,0.77328683,0.969423297,48,0.156033044,0.429156871,0.697282258,PPP1R13L
