ENSEMBL_GENE_ID,baseMean__NASHF12vsNAFL+F0,log2FoldChange__NASHF12vsNAFL+F0,pvalue__NASHF12vsNAFL+F0,padj__NASHF12vsNAFL+F0,baseMean__NASHF34vsNAFL+F0,log2FoldChange__NASHF34vsNAFL+F0,pvalue__NASHF34vsNAFL+F0,padj__NASHF34vsNAFL+F0,external_gene_name
ENSG00000000003,2379,0.046334407,4.01E-01,8.88E-01,2419,0.075546046,2.54E-01,5.32E-01,TSPAN6
ENSG00000000005,4,-0.639640825,0.220169033,0.805146953,4,-0.350061273,0.562245733,0.793679495,TNMD
ENSG00000000419,525,0.040382722,0.516065638,0.919530435,539,0.047992737,0.55174135,0.787608137,DPM1
ENSG00000000457,341,-0.006703109,0.87393393,0.983185169,346,-0.02165707,0.670824312,0.857540753,SCYL3
ENSG00000000460,94,0.209502481,0.042727881,0.556729683,92,0.160800548,0.193642479,0.459917977,C1orf112
ENSG00000000938,118,0.163142469,0.08045855,0.658764813,118,0.179360015,0.118188598,0.342046628,FGR
ENSG00000000971,54840,0.017513441,0.814917726,0.975139464,53287,-0.009505078,0.924187422,0.97119378,CFH
ENSG00000001036,895,0.074256773,0.15137985,0.744356014,954,0.159438709,6.45E-03,0.050892365,FUCA2
ENSG00000001084,2740,0.012789915,0.848341106,0.98130324,2584,-0.125161587,0.141777751,0.38252635,GCLC
ENSG00000001167,341,0.000693229,0.987862739,0.997986307,346,0.022615324,0.6841756,0.864687695,NFYA
ENSG00000001460,33,0.011077388,0.887461525,0.985557898,36,0.216510142,0.023499157,0.12366601,STPG1
ENSG00000001461,179,0.074726737,0.210559378,0.803295658,188,0.190623316,0.007706194,0.057723599,NIPAL3
ENSG00000001497,483,-0.035739441,0.336641259,0.862116763,480,-0.064769164,1.33E-01,3.69E-01,LAS1L
ENSG00000001561,226,0.105812916,0.45114008,0.902681136,232,0.227898862,0.157139431,0.407526226,ENPP4
ENSG00000001617,79,-0.080523767,0.385462254,0.882708764,78,-0.105571609,0.356399059,0.637175754,SEMA3F
ENSG00000001626,90,-0.076962245,0.676030903,0.951585636,163,1.233187485,8.99E-08,7.58E-06,CFTR
ENSG00000001629,413,0.036406616,0.523973276,0.920956592,423,0.077883845,0.238605478,0.514565221,ANKIB1
ENSG00000001630,106,0.18265114,0.431713042,0.898170169,100,-0.077587909,0.796488083,0.919500812,CYP51A1
ENSG00000001631,381,0.04424019,0.503577247,0.91561983,371,-0.016151255,0.848634514,0.941787527,KRIT1
ENSG00000002016,126,-0.051133538,0.551294059,0.926135281,140,-0.015428349,0.86748376,0.949218971,RAD52
ENSG00000002330,366,-0.115339795,0.292217395,0.843125946,357,-0.193914174,0.083011426,0.276503797,BAD
ENSG00000002549,2983,-0.038611037,0.568339596,0.931215765,2927,-0.082428947,3.73E-01,0.653295864,LAP3
ENSG00000002586,1883,-0.104289337,0.067103141,0.630489958,1933,-0.059540542,0.415387862,0.688387368,CD99
ENSG00000002587,5,-0.0563797,0.793569827,0.973093918,9,0.86728902,4.74E-04,0.007408522,HS3ST1
ENSG00000002726,188,0.27078624,0.597537819,0.937938937,145,-0.378823096,0.529930659,0.772728016,AOC1
ENSG00000002746,4,0.893694766,0.002587904,0.225538032,6,1.844810723,2.76E-09,4.41E-07,HECW1
ENSG00000002822,204,-0.048902767,0.671110105,0.951115005,188,-0.359360407,0.004095677,0.036645258,MAD1L1
ENSG00000002834,2441,0.061601665,0.230471005,0.812700845,2486,0.058860263,0.276836071,0.556089583,LASP1
ENSG00000002919,292,0.05560546,0.292142831,0.843125946,295,0.043009515,0.444120543,0.710148051,SNX11
ENSG00000002933,10068,-0.102039984,0.260368186,0.829837625,10144,-0.13165363,0.156988216,0.4072328,TMEM176A
ENSG00000003056,937,0.087682592,0.324162185,0.855527916,903,0.053769724,6.39E-01,8.39E-01,M6PR
ENSG00000003096,96,0.051180242,0.688474296,0.952332966,102,0.090132203,0.572049063,0.799445714,KLHL13
ENSG00000003137,18,0.343919204,0.15518726,0.747956247,19,0.432316465,0.094820285,0.300339112,CYP26B1
ENSG00000003147,183,-0.1582124,0.46202464,0.904589309,189,-0.090948161,0.665467713,0.854816667,ICA1
ENSG00000003249,58,0.038626955,0.772242615,0.969211962,83,0.642938622,0.000823365,0.011262312,DBNDD1
ENSG00000003393,928,0.026104272,0.590103501,0.936603153,918,-0.013449099,0.823377476,0.930943372,ALS2
ENSG00000003400,259,0.083552209,0.06531862,0.627387832,258,0.0348268,0.496948104,0.749574194,CASP10
ENSG00000003402,1234,0.059388579,2.03E-01,8.00E-01,1201,-0.00484127,9.21E-01,0.970452805,CFLAR
ENSG00000003436,3788,-0.098058029,3.08E-01,8.51E-01,3757,-0.151648046,1.28E-01,0.35854777,TFPI
ENSG00000003509,239,0.022102999,0.619434517,0.94084682,243,0.03308448,0.5327928,0.774458779,NDUFAF7
ENSG00000003756,1290,-0.04960477,0.576065528,0.932578193,1412,-0.001095239,0.990186139,0.995673212,RBM5
ENSG00000003987,11,-0.196524126,0.313686349,0.852508188,10,-0.512994081,0.003275518,0.031005824,MTMR7
ENSG00000003989,8822,-0.040275518,0.724723951,0.957836211,8100,-0.209187905,0.113861749,0.333860251,SLC7A2
ENSG00000004059,702,-0.074131975,0.146090014,0.741355511,704,-0.103869989,0.080112026,0.270235979,ARF5
ENSG00000004139,124,-0.090877987,0.299033121,0.847330389,127,-0.163905405,0.076355817,0.262817883,SARM1
ENSG00000004142,3518,-0.042978968,0.351513276,0.868533048,3449,-0.090798538,0.08912267,0.28887898,POLDIP2
ENSG00000004399,488,-0.012275913,0.879615019,0.98368975,491,-0.018981014,0.814597846,0.927840045,PLXND1
ENSG00000004455,3002,0.012085599,0.742623695,0.961040277,3010,-0.03432761,0.374228806,0.653914632,AK2
ENSG00000004468,93,-0.017236875,0.881294275,0.984143582,87,-0.185940465,0.270859604,0.549588428,CD38
ENSG00000004478,1486,-0.041564666,0.52615046,0.921732985,1445,-0.164868437,0.025748561,0.132254254,FKBP4
ENSG00000004487,498,-0.046910948,2.15E-01,8.05E-01,504,-0.07057843,8.51E-02,2.81E-01,KDM1A
ENSG00000004534,1041,0.022461264,0.868580824,0.983185169,1181,0.068538979,0.629004022,0.833000064,RBM6
ENSG00000004660,19,-0.084657857,0.462260406,0.904611413,22,0.089990754,0.502462901,0.753535845,CAMKK1
ENSG00000004700,336,0.148017252,0.038314583,0.541847026,347,0.252491303,0.006347266,0.050328783,RECQL
ENSG00000004766,272,0.052550786,0.451997049,0.902725583,282,0.103452169,0.191059932,0.456454941,VPS50
ENSG00000004776,42,-0.226904087,0.215540931,0.804503232,70,0.529837333,0.021430981,0.116867955,HSPB6
ENSG00000004777,12,-0.14057728,0.543320054,0.9239168,17,0.174189807,0.507948817,0.757250804,ARHGAP33
ENSG00000004779,995,-0.019155867,0.780472338,0.970359722,1023,-0.056111365,4.60E-01,7.23E-01,NDUFAB1
ENSG00000004799,5549,0.049796142,0.68566373,0.952332966,5129,-0.1307275,0.410865457,0.684551769,PDK4
ENSG00000004838,8,0.158989045,0.510319203,0.917637524,9,0.085023382,7.25E-01,8.87E-01,ZMYND10
ENSG00000004864,3926,-0.019127436,0.700307218,0.954645165,3739,-0.117106344,0.068378755,0.245074083,SLC25A13
ENSG00000004866,840,-0.040412656,0.288877713,0.841806735,825,-0.089053426,0.157847108,0.408703136,ST7
ENSG00000004897,644,0.070657131,0.355771318,0.869921991,651,0.102182564,0.298136184,0.57934666,CDC27
ENSG00000004939,3,0.414057832,0.366695576,0.875134654,3,0.727931254,0.16064784,0.41361647,SLC4A1
ENSG00000004948,1,0.140970668,0.687833829,NA,NA,NA,NA,NA,CALCR
ENSG00000004961,258,0.101306478,0.061175049,0.619295648,258,0.110857647,0.060655224,0.227011406,HCCS
ENSG00000004975,172,0.000742204,0.990397158,0.998321462,178,-0.02457773,0.70644453,0.877128223,DVL2
ENSG00000005001,3,0.210285884,0.456392056,0.903175389,5,1.179122173,0.001462379,0.017299893,PRSS22
ENSG00000005007,939,-0.086433933,0.132485538,0.727858122,910,-0.215897001,0.000926099,0.012343943,UPF1
ENSG00000005020,205,0.060492628,0.578615399,0.933293847,213,0.122288996,0.293293373,0.573633961,SKAP2
ENSG00000005022,5141,-0.038699961,0.538819623,0.923466208,5177,-0.036368289,0.665007671,0.854804369,SLC25A5
ENSG00000005059,24,0.254987642,0.050307669,0.59211863,30,0.599871553,0.000899972,0.012055799,MCUB
ENSG00000005075,411,-0.137599859,0.076629757,0.650950302,413,-0.190711211,0.026298363,0.133666164,POLR2J
ENSG00000005100,297,0.056906962,0.311561565,0.852091544,291,-0.028365089,0.605857662,0.819752891,DHX33
ENSG00000005102,3,0.783507379,0.047080832,0.572805829,5,1.951431122,4.99E-07,2.98E-05,MEOX1
ENSG00000005108,52,0.186095328,0.216582054,0.804556237,60,0.638786542,0.000262373,0.004646471,THSD7A
ENSG00000005156,290,-0.054651332,0.270402761,0.832831765,280,-0.163339699,0.001688661,0.019205486,LIG3
ENSG00000005175,258,0.074463703,0.329607581,0.858824085,259,0.111098714,0.279286382,0.558390053,RPAP3
ENSG00000005187,3339,-0.019085538,0.811401487,0.975045287,3057,-0.240066762,2.62E-02,0.133261583,ACSM3
ENSG00000005189,45,-0.006806559,0.934226116,0.990341858,49,0.180080117,0.066634636,0.240959224,REXO5
ENSG00000005194,379,0.033704368,0.52796176,0.921770694,393,0.058181951,0.313607264,0.59556149,CIAPIN1
ENSG00000005206,190,-0.117087617,0.420681658,0.895067984,210,-0.10113963,0.565592263,0.795562843,SPPL2B
ENSG00000005238,197,-0.035927807,0.616475807,0.94084682,201,-0.055201056,0.462176291,0.724082959,FAM214B
ENSG00000005243,373,-0.024187279,0.719882122,0.957286087,373,-0.069513812,0.345340194,0.627472632,COPZ2
ENSG00000005249,69,0.059648117,0.63979696,0.944025352,63,-0.111933544,0.471450893,0.731646642,PRKAR2B
ENSG00000005302,288,0.006616938,0.872895859,0.983185169,309,0.095947602,0.037696576,0.168782514,MSL3
ENSG00000005339,515,-0.063739147,0.308020493,0.851054809,490,-0.175500368,0.018163705,0.104427879,CREBBP
ENSG00000005379,93,-0.301174603,0.03347713,0.526632845,104,-0.336703361,4.56E-02,1.90E-01,TSPOAP1
ENSG00000005381,6,0.103139055,0.694860502,0.954169826,5,-0.43630445,0.148180675,0.393255077,MPO
ENSG00000005421,17249,-0.088508811,0.211007709,0.803295658,16443,-0.18099767,0.061032727,0.227945729,PON1
ENSG00000005436,447,-0.086256176,0.381684185,0.881196514,480,-0.080479564,0.412993639,0.686247982,GCFC2
ENSG00000005448,14,-0.158075754,0.205322213,0.80132573,18,0.194361608,0.209763562,0.479354734,WDR54
ENSG00000005469,703,-0.026869435,0.715396272,0.956867197,697,-0.06398899,0.495481181,0.748227422,CROT
ENSG00000005471,5071,0.224142819,0.05241261,0.599437708,5178,0.371834701,0.005973813,0.048098523,ABCB4
ENSG00000005483,464,0.009226527,0.89121378,0.985696671,448,-0.069651079,0.346415927,0.628264979,KMT2E
ENSG00000005486,650,0.048460911,0.516382246,0.919530435,690,0.112848099,0.204121729,0.4729019,RHBDD2
ENSG00000005513,NA,NA,NA,NA,1,0.8273222,0.154871623,NA,SOX8
ENSG00000005700,2010,0.029729351,0.767199259,0.968000361,1897,-0.072127818,0.58322612,0.805873554,IBTK
ENSG00000005801,189,0.036019244,0.683369725,0.951950619,215,0.126794643,0.190747788,0.456042405,ZNF195
ENSG00000005810,1024,-0.035032684,0.647530073,0.946184696,955,-0.13062583,0.152469122,0.400015748,MYCBP2
ENSG00000005812,498,-0.037281241,0.727171623,0.957854995,502,-0.019482015,0.874592656,0.952898431,FBXL3
ENSG00000005844,324,0.018814234,0.785424059,0.971271446,335,0.027939146,0.777013756,0.909812568,ITGAL
ENSG00000005882,1099,-0.126787904,0.068561869,0.633836601,1062,-0.255058014,0.001431707,0.017053733,PDK2
ENSG00000005884,39,-0.157905074,0.367235496,0.875134654,65,0.741340833,0.000754803,0.010574656,ITGA3
ENSG00000005889,518,0.083826788,0.203632853,0.800707762,515,0.050826826,0.510296027,0.759004583,ZFX
ENSG00000005893,5019,0.12431517,0.163267675,0.759475962,5381,0.292629221,0.005669444,0.046630686,LAMP2
ENSG00000005961,3,-0.292377665,0.30391242,0.850053771,3,-0.414403916,0.215591747,0.486633758,ITGA2B
ENSG00000005981,42,-0.092956827,0.506069946,0.916319112,40,-0.251673517,0.073287149,0.256517012,ASB4
ENSG00000006007,789,0.030421685,0.433425302,0.898904214,763,-0.051710756,0.381851573,0.661035985,GDE1
ENSG00000006015,212,-0.062223547,0.689980893,0.952967733,211,-0.259145983,0.130068941,0.363164299,REX1BD
ENSG00000006016,NA,NA,NA,NA,2,0.738129053,0.223308319,0.495594192,CRLF1
ENSG00000006025,17,0.000672667,0.996269212,0.999215779,23,0.503968983,0.004563723,0.039817178,OSBPL7
ENSG00000006042,420,-0.006850885,0.959601775,0.993249335,442,0.147695831,0.287709944,0.567226876,TMEM98
ENSG00000006047,39,0.180698565,0.377627739,0.880304199,36,0.011788344,0.956932697,0.982601216,YBX2
ENSG00000006062,162,0.023778524,0.783963022,0.97077872,173,-0.075032489,0.488976452,0.743790759,MAP3K14
ENSG00000006118,6,-0.08309435,0.648531688,0.946421575,11,0.768121393,0.001020822,0.013179514,TMEM132A
ENSG00000006125,1409,-0.016221308,0.685046025,0.952204079,1424,0.007813871,0.897352107,0.961154321,AP2B1
ENSG00000006194,373,-0.006949619,0.918052196,0.988051551,393,-0.039650172,0.568599353,0.797224142,ZNF263
ENSG00000006210,350,-0.122195308,0.153234983,0.746913099,357,-0.07807322,0.341908687,0.624100046,CX3CL1
ENSG00000006282,1018,0.008939349,0.92524274,0.988944873,1058,0.023699111,0.839327118,0.938299251,SPATA20
ENSG00000006327,62,0.87208391,6.54E-06,0.012021573,105,1.709576142,2.21E-14,1.75E-11,TNFRSF12A
ENSG00000006432,114,0.021643933,0.768639855,0.968135043,116,-0.016219443,0.804385607,0.92373929,MAP3K9
ENSG00000006451,382,0.040119023,0.485526865,0.911492379,383,0.039917033,0.561134361,0.793046952,RALA
ENSG00000006453,630,0.042281646,0.55717651,0.927512565,669,0.143236279,0.059481853,0.22409751,BAIAP2L1
ENSG00000006459,307,0.061354018,0.412326719,0.894301361,307,0.01709542,8.39E-01,9.38E-01,KDM7A
ENSG00000006468,108,0.00420422,0.977837327,0.996470607,111,0.094792963,0.540091219,0.779633701,ETV1
ENSG00000006530,265,0.081671635,0.123479729,0.71975825,268,0.111771513,0.065840859,0.239058639,AGK
ENSG00000006534,107,0.175856407,0.089609736,0.676966398,110,0.276104917,0.014006488,0.088077838,ALDH3B1
ENSG00000006555,61,0.051511038,0.555481267,0.927362324,69,0.212465449,0.032103454,0.152280816,TTC22
ENSG00000006576,141,0.082174328,0.514592734,0.9194768,143,0.162384719,0.283369504,0.56308042,PHTF2
ENSG00000006607,459,-0.005372221,0.930797284,0.989321512,468,-0.00800748,0.897774011,0.961307117,FARP2
ENSG00000006611,11,-0.356292743,0.134214696,0.728141661,22,1.034773102,0.00065202,0.009431148,USH1C
ENSG00000006625,352,0.081621649,0.171780105,0.768890235,374,0.149305284,3.95E-03,3.56E-02,GGCT
ENSG00000006634,50,0.128219268,0.19894024,0.797062512,53,0.222465542,0.054248799,0.211430965,DBF4
ENSG00000006638,49,-0.072682729,4.72E-01,0.907264627,48,-0.254995519,6.23E-02,0.230958553,TBXA2R
ENSG00000006652,386,0.107757705,0.317833489,0.85404183,436,0.107025523,0.385417014,0.664134206,IFRD1
ENSG00000006695,161,-0.033994784,0.602347866,0.938853823,160,-0.045878198,0.566320377,0.795891486,COX10
ENSG00000006704,108,-0.023210366,0.838121497,0.980177678,104,-0.063880137,5.78E-01,0.802320162,GTF2IRD1
ENSG00000006712,588,-0.052110941,0.399567543,0.888211327,579,-0.162231606,0.009126599,0.065015162,PAF1
ENSG00000006715,692,0.105303288,0.066688261,0.629602465,728,0.256068081,0.000284735,0.004928269,VPS41
ENSG00000006740,18,-0.128288242,0.32017509,0.85404183,20,0.021113905,0.909989682,0.966148218,ARHGAP44
ENSG00000006744,910,0.030595111,0.497306919,0.91561983,924,0.03784436,0.436299883,0.703113108,ELAC2
ENSG00000006747,2,0.511820578,0.122709546,0.718426238,4,1.310293907,0.000164683,0.003274416,SCIN
ENSG00000006756,2005,-0.155989254,0.003001601,0.229155238,2011,-0.265313268,0.000314198,0.005305092,ARSD
ENSG00000006757,536,-0.16087031,0.007296881,0.330595168,526,-0.297865547,0.000178074,0.003457344,PNPLA4
ENSG00000006831,4249,0.046965244,0.501985101,0.91561983,3986,-0.13973771,0.049988008,0.200787355,ADIPOR2
ENSG00000006837,3,-0.291389619,0.183438984,0.781103758,3,0.237602645,0.327849047,0.609674087,CDKL3
ENSG00000007001,336,0.591191037,0.043880439,0.55980408,328,1.031784363,0.001379087,0.016593257,UPP2
ENSG00000007038,1,-0.022224698,0.964480395,NA,1,-0.130703001,0.793556875,NA,PRSS21
ENSG00000007047,203,-0.069715791,0.456901943,0.903440539,184,-0.27023697,0.01037558,0.071463224,MARK4
ENSG00000007062,40,-0.041587276,0.792651298,0.972978706,60,0.868395259,9.20E-05,0.002076805,PROM1
ENSG00000007080,211,-0.075898979,0.493971673,0.915303795,209,-0.176035656,0.182150363,0.445342025,CCDC124
ENSG00000007129,18,0.061814544,0.659554363,0.948746111,18,-0.043768549,0.777986798,0.910301165,CEACAM21
ENSG00000007168,1316,0.05416083,0.134354591,0.728141661,1319,0.037177313,0.412642191,0.686016039,PAFAH1B1
ENSG00000007171,10,0.779363755,0.000786126,0.126957422,10,0.935194665,0.000223338,0.004129542,NOS2
ENSG00000007202,2579,0.077547088,0.261959794,0.829837625,2481,0.051782539,0.537730901,0.777380535,KIAA0100
ENSG00000007216,30,-0.141638075,0.484300085,0.911134385,30,-0.181014909,0.433901601,0.701038966,SLC13A2
ENSG00000007237,48,0.138349853,3.67E-01,8.75E-01,51,0.453832517,3.03E-03,2.95E-02,GAS7
ENSG00000007255,286,-0.225907301,3.20E-02,5.20E-01,301,-0.238225684,5.52E-02,2.14E-01,TRAPPC6A
ENSG00000007264,30,0.038267916,7.55E-01,9.64E-01,31,-0.02057739,9.00E-01,9.62E-01,MATK
ENSG00000007312,39,-0.015061344,8.92E-01,9.86E-01,37,-0.079203748,4.99E-01,7.51E-01,CD79B
ENSG00000007314,5,-0.092726599,6.67E-01,9.50E-01,6,0.49056906,6.80E-02,2.44E-01,SCN4A
ENSG00000007341,153,0.029313053,6.45E-01,9.46E-01,153,-0.045455143,5.26E-01,7.70E-01,ST7L
ENSG00000007350,2,0.520705583,8.40E-02,6.66E-01,2,0.372395034,3.10E-01,5.92E-01,TKTL1
ENSG00000007376,87,-0.065385123,5.58E-01,9.28E-01,89,-0.137494862,2.98E-01,5.80E-01,RPUSD1
ENSG00000007384,62,0.13292219,0.150632407,0.743240189,81,0.626275075,1.28E-06,6.53E-05,RHBDF1
ENSG00000007392,453,0.057334931,0.694914415,0.954169826,540,0.143368144,0.327051641,0.608983876,LUC7L
ENSG00000007402,6,-0.135557079,0.466910361,0.90563348,6,-0.398422681,0.038060703,0.169914989,CACNA2D2
ENSG00000007516,127,-0.02921699,0.796370081,0.973332246,131,-0.091989757,0.501703851,0.752725,BAIAP3
ENSG00000007520,377,-0.13596349,0.163324609,0.759475962,376,-0.188147555,0.080167848,0.270342482,TSR3
ENSG00000007541,323,-0.118812488,0.296782883,0.845935864,330,-0.160141844,0.217638194,0.489220455,PIGQ
ENSG00000007545,87,0.066802471,0.528136562,0.921770694,91,-0.018249708,0.879196567,0.955724195,CRAMP1
ENSG00000007866,131,-0.033107312,0.701451973,0.954948803,145,-0.001830253,0.986368927,0.994269917,TEAD3
ENSG00000007908,175,0.431822022,0.021889389,0.458875152,171,0.160357474,0.476885033,0.734855687,SELE
ENSG00000007923,565,-0.01524796,0.779594426,0.970359722,564,-0.017532404,0.758875644,0.900754902,DNAJC11
ENSG00000007933,21653,0.0869814,0.21434441,0.804503232,21486,0.053578916,0.488815799,0.743652139,FMO3
ENSG00000007944,82,-0.027745126,0.739385634,0.961040277,81,-0.035318956,0.72821871,0.888135389,MYLIP
ENSG00000007968,5,0.352268675,0.128379084,0.725184711,5,0.655967915,0.00662023,0.051820926,E2F2
ENSG00000008018,2502,-0.091320705,0.066489247,0.629602465,2520,-0.137458199,0.015991904,0.096099662,PSMB1
ENSG00000008056,3,0.34882769,0.23621811,0.816024812,3,-0.272096029,0.411990806,0.685465805,SYN1
ENSG00000008083,104,-0.006870389,0.900100577,0.986427472,105,-0.044087338,0.455309171,0.718737602,JARID2
ENSG00000008086,136,-0.081738715,0.297406848,0.846003227,136,-0.04259474,0.653233346,0.847563135,CDKL5
ENSG00000008118,4,-0.413053355,0.14875043,0.742519532,4,0.0771911,0.806806974,0.924904594,CAMK1G
ENSG00000008128,6,0.000693519,0.997399001,0.999439801,6,-0.150707727,0.534243356,0.775481553,CDK11A
ENSG00000008130,1372,0.110889862,0.061392635,0.619295648,1283,-0.093596262,0.107536807,0.322783733,NADK
ENSG00000008226,19,0.107718174,0.672426902,0.951175577,22,0.200307476,0.471975646,0.7320637,DLEC1
ENSG00000008256,97,0.015772631,0.834047979,0.97971025,105,0.187611897,0.037488248,0.168166513,CYTH3
ENSG00000008277,7,-0.083375508,0.691633678,0.953360957,10,0.461366567,0.026037916,0.132974251,ADAM22
ENSG00000008282,912,0.069799181,0.50726615,0.916525849,989,0.265115388,0.032437151,0.153286497,SYPL1
ENSG00000008283,349,0.201291053,0.023681623,0.474206239,350,0.188766139,0.029888862,0.144925754,CYB561
ENSG00000008294,1299,0.002404982,0.975353208,0.995740503,1216,-0.152324989,0.056244864,0.216177933,SPAG9
ENSG00000008300,13,-0.12436019,0.377633461,0.880304199,17,0.043622306,0.836647164,0.937186762,CELSR3
ENSG00000008311,1431,-0.227677091,0.081191617,0.659486092,1351,-0.295607577,0.043444252,0.184295636,AASS
ENSG00000008323,92,0.083104934,0.476780793,0.908171477,90,0.077539647,5.63E-01,0.793830821,PLEKHG6
ENSG00000008324,214,-0.004348821,0.95215726,0.992856342,227,-0.019704097,0.785719763,0.914732151,SS18L2
ENSG00000008382,539,-0.174195178,0.018815097,0.439069619,513,-0.382337173,3.50E-05,0.000949979,MPND
ENSG00000008394,21062,0.126662699,0.041166882,0.550510516,21204,0.088344866,0.196195887,0.463754425,MGST1
ENSG00000008405,245,0.088435413,0.421660625,0.895067984,240,-0.070871769,5.25E-01,0.768764692,CRY1
ENSG00000008438,NA,NA,NA,NA,NA,NA,NA,NA,PGLYRP1
ENSG00000008441,426,-0.109542852,0.251792315,0.825454442,374,-0.341696051,3.82E-03,0.034766402,NFIX
ENSG00000008513,5186,-0.111622423,0.234436576,0.816024812,4678,-0.319634508,0.018589085,0.106302136,ST3GAL1
ENSG00000008516,10,0.057936528,0.72523718,0.957836211,9,0.008866162,0.960552001,0.984160481,MMP25
ENSG00000008517,1701,0.696028415,5.07E-05,0.031997676,2206,1.235504088,1.08E-12,4.81E-10,IL32
ENSG00000008710,405,-0.145009001,0.241423668,0.81778929,396,-0.368675336,0.018255588,0.104871588,PKD1
ENSG00000008735,6,0.204225176,0.398637097,0.888103583,6,0.395663225,0.121633996,0.347969522,MAPK8IP2
ENSG00000008838,488,-0.01467967,0.766720032,0.968000361,488,-0.036883911,0.557722846,0.790847548,MED24
ENSG00000008853,85,0.102413697,0.19540878,0.79373542,87,0.12397161,0.215751986,0.486633758,RHOBTB2
ENSG00000008869,602,-0.012586131,0.862557776,0.983066734,616,-0.018859816,0.797729898,0.919997649,HEATR5B
ENSG00000008952,3552,-0.01751358,0.812297687,0.975045287,3421,-0.121531182,0.186639287,0.450753474,SEC62
ENSG00000008988,7247,-0.133992989,6.01E-02,6.18E-01,7466,-0.154791001,0.031562807,0.150584999,RPS20
ENSG00000009307,6757,-0.022702747,0.678180674,0.9518486,6553,-0.073565434,0.31740645,0.599478452,CSDE1
ENSG00000009335,1093,0.075531256,1.35E-01,0.728902576,1059,0.028554267,6.38E-01,8.39E-01,UBE3C
ENSG00000009413,391,0.087427788,0.197175975,0.795513932,392,0.105766221,0.215817498,0.486698806,REV3L
ENSG00000009694,821,-0.119718591,0.300309345,0.847974228,859,-0.117607553,0.355082239,0.636078425,TENM1
ENSG00000009724,3340,-0.154836806,0.017667359,0.431728717,3271,-0.255781707,0.00030632,0.005209138,MASP2
ENSG00000009765,1960,-0.072494863,4.29E-01,8.97E-01,1791,-0.265800825,1.76E-02,1.02E-01,IYD
ENSG00000009780,135,0.088267339,2.16E-01,8.05E-01,139,0.066183416,0.31818111,0.600092435,FAM76A
ENSG00000009790,83,0.023811771,0.784998464,0.971271446,103,0.32129883,0.013620942,0.086569464,TRAF3IP3
ENSG00000009830,216,0.016676281,0.8337339,0.97971025,234,0.086137825,0.252976343,0.531745726,POMT2
ENSG00000009844,686,0.037720229,0.622703433,0.941430484,680,0.021727092,0.81486847,0.927860474,VTA1
ENSG00000009950,3303,-0.110134306,0.523720362,0.920956592,3768,-0.161762866,0.434025532,0.701133294,MLXIPL
ENSG00000009954,846,0.005710729,8.93E-01,9.86E-01,815,-0.081022445,1.10E-01,3.27E-01,BAZ1B
ENSG00000010017,553,0.109440623,3.13E-02,0.519625352,541,0.027649652,0.676156775,0.860654602,RANBP9
ENSG00000010030,20,-0.003968526,0.981413629,0.996928947,22,0.166507974,0.346885975,0.628804413,ETV7
ENSG00000010072,102,0.039177617,0.557712325,0.927512565,102,0.003317942,0.970607216,0.988628197,SPRTN
ENSG00000010165,395,0.00617217,0.867280697,0.983185169,395,-0.033239123,0.480674692,0.73791193,METTL13
ENSG00000010219,136,0.032558815,0.617846729,0.94084682,146,0.102751267,0.149519493,0.395647128,DYRK4
ENSG00000010244,982,0.027051202,0.563926607,0.93006274,1008,0.046487276,0.43308263,0.700191709,ZNF207
ENSG00000010256,3698,-0.099841594,0.098303304,0.695309548,3766,-0.117824858,0.110035038,0.327259776,UQCRC1
ENSG00000010270,202,0.121319402,0.098131822,0.695309548,208,0.242389471,3.63E-03,0.033501036,STARD3NL
ENSG00000010278,351,0.049475618,0.656026583,0.94780742,396,0.358747589,0.000680608,0.009726286,CD9
ENSG00000010282,1,0.142297092,0.732552728,NA,1,0.697447247,0.15179587,0.398890682,HHATL
ENSG00000010292,226,0.059845251,0.257802312,0.829438966,228,0.091022223,0.154867129,0.403974355,NCAPD2
ENSG00000010295,217,-0.041188779,0.678225879,0.9518486,233,-0.029631985,0.797409437,0.919823935,IFFO1
ENSG00000010310,2,-0.08993458,0.775592428,0.970057501,3,0.647022572,0.046033335,0.190518693,GIPR
ENSG00000010318,84,-0.004780188,9.55E-01,9.93E-01,88,-0.036090666,6.89E-01,8.67E-01,PHF7
ENSG00000010319,16,0.188543152,0.440337801,0.900553078,37,1.566039411,5.45E-09,8.05E-07,SEMA3G
ENSG00000010322,799,-0.078361868,0.394457828,0.886165442,840,-0.125890759,0.22039081,0.492684727,NISCH
ENSG00000010327,1104,-0.200006454,0.05494237,0.608351859,1096,-0.321835705,0.015576008,0.094209085,STAB1
ENSG00000010361,68,-0.199985017,0.016555554,0.428397196,69,-0.281478454,0.00851706,0.061890447,FUZ
ENSG00000010379,686,-0.17232782,0.264337382,0.830301473,686,-0.336055738,0.032132239,0.152316639,SLC6A13
ENSG00000010404,490,-0.023543992,0.713458252,0.95685068,493,-0.055379013,0.427844264,0.696430039,IDS
ENSG00000010438,33,0.204280534,0.259160451,0.829837625,40,0.412422459,0.04198785,0.180842776,PRSS3
ENSG00000010539,104,0.066675269,2.36E-01,8.16E-01,112,0.145025757,0.037430835,0.168085193,ZNF200
