SYMBOL,baseMean_6N-WD-C0.2-FG-9W,log2FoldChange_6N-WD-C0.2-FG-9W,pvalue_6N-WD-C0.2-FG-9W,padj_6N-WD-C0.2-FG-9W,baseMean_6N-WD-C0.2-FG-29W,log2FoldChange_6N-WD-C0.2-FG-29W,pvalue_6N-WD-C0.2-FG-29W,padj_6N-WD-C0.2-FG-29W
St6galnac4,5.8719333,0.077604102,0.062403325,0.189505973,5.8719333,-0.032331017,0.434714278,0.572975922
St6galnac5,4.239080608,-0.027630779,0.456750225,0.664015549,4.239080608,-0.03475725,0.350891268,0.495624154
St7,5.117767591,0.098369152,0.000194465,0.002587076,5.117767591,0.051842205,0.043470817,0.11624988
St8sia1,3.761804632,0.037066863,0.397653095,0.613973066,3.761804632,-0.061590572,0.162547062,0.293598499
St8sia2,4.705818182,0.006489141,0.879414661,0.939506257,4.705818182,-0.086159337,0.047113862,0.123123812
St8sia3,4.645227691,-0.004263902,0.934284406,0.966284122,4.645227691,0.014066888,0.786178459,0.854367407
St8sia4,2.977926264,0.075189294,0.159832453,0.35143979,2.977926264,0.527993743,9.39E-16,4.86E-14
St8sia5,4.247263776,-0.017398028,0.667997104,0.817720592,4.247263776,-0.044098682,0.279653101,0.425267648
St8sia6,3.7227421,0.033301202,0.427594086,0.640324407,3.7227421,0.114840146,0.007479733,0.029734303
Stab1,6.901670404,0.171426064,0.001306259,0.011353963,6.901670404,0.202191039,0.000184718,0.001202852
Stab2,7.885514084,0.248926256,2.84E-05,0.000545132,7.885514084,0.318257222,2.19E-07,2.62E-06
Stac,4.179483624,0.002551285,0.945726199,0.972097021,4.179483624,-0.089967902,0.018563393,0.061195249
Stac2,5.451494119,0.030620601,0.456880355,0.664056076,5.451494119,-0.084017956,0.043959873,0.11716915
Stac3,5.041515928,0.004298102,0.907078198,0.952709444,5.041515928,-0.106831441,0.004742999,0.020376072
Stag1,5.716856023,-0.030333153,0.658658321,0.812616012,5.716856023,0.121892263,0.079234677,0.178785706
Stag2,6.89167227,-0.118560958,0.241363003,0.45513858,6.89167227,0.034447747,0.733226354,0.815157753
Stag3,3.855309035,-0.014128305,0.630927095,0.794874636,3.855309035,-0.057013163,0.055675696,0.138639833
Stam,6.131747166,0.070149245,0.20653139,0.413584746,6.131747166,0.060716013,0.274898914,0.420175354
Stam2,6.460593473,0.052949367,0.410680695,0.626023385,6.460593473,0.15944552,0.015027974,0.051907435
Stambp,6.632234782,-0.031585263,0.558401608,0.7439648,6.632234782,-0.018087246,0.738000386,0.818856755
Stambpl1,5.081616863,-0.0493194,0.19157488,0.393417665,5.081616863,0.339079075,5.96E-14,2.19E-12
Stap1,4.855115757,0.255544784,0.003081648,0.021965357,4.855115757,0.406401471,6.03E-06,5.47E-05
Stap2,7.725036508,0.07910037,0.221256626,0.431554993,7.725036508,0.197910606,0.002846384,0.013273074
Star,4.659581519,0.006357716,0.861754033,0.930877688,4.659581519,-0.071562662,0.053221834,0.134148276
Stard10,10.96859533,0.024570718,0.624890504,0.790703034,10.96859533,-0.102874687,0.043583723,0.11642993
Stard13,6.729901145,0.037224161,0.48013389,0.682381398,6.729901145,-0.196719454,0.000339787,0.002088379
Stard3,6.732864875,0.117654329,0.001109834,0.009997593,6.732864875,0.134999735,0.000218032,0.001396381
Stard3nl,5.251781403,-0.005600891,0.869101473,0.934383054,5.251781403,0.120639631,0.000635715,0.003641665
Stard4,6.869374256,-0.599258179,2.32E-12,5.54E-10,6.869374256,-1.076121963,7.63E-25,7.20E-22
Stard5,7.075685728,-0.034275572,0.510937685,0.709061292,7.075685728,0.038013611,0.467228933,0.601853662
Stard6,3.607676504,-0.023985038,0.438671607,0.649819132,3.607676504,0.052433521,0.093485994,0.201092851
Stard7,6.886764586,-0.079447926,0.261685879,0.479176888,6.886764586,-0.208152286,0.00409282,0.018028613
Stard8,5.642596925,-0.020870402,0.507433358,0.706439216,5.642596925,0.02819214,0.372329021,0.515139168
Stat1,8.200227779,-0.136167943,0.11218,0.279464827,8.200227779,0.144617949,0.092729029,0.199954938
Stat2,7.735839463,-0.138735796,0.03245849,0.120383864,7.735839463,-0.067771369,0.292252284,0.438610917
Stat3,7.849270051,0.091188923,0.286254649,0.505740794,7.849270051,-0.12457135,0.147402196,0.274219581
Stat4,3.45312523,-0.004094189,0.923639146,0.961448651,3.45312523,0.26976595,1.27E-08,1.87E-07
Stat5a,7.152107759,0.169548914,3.53E-06,0.00010142,7.152107759,0.110656,0.001738318,0.008710938
Stat5b,7.90714767,0.128182316,0.008328795,0.045362962,7.90714767,0.002323172,0.96113808,0.975801616
Stat6,7.417972332,-0.002646099,0.954746464,0.976384755,7.417972332,0.074965137,0.11155545,0.226669598
Stau1,7.592206897,0.062835054,0.165702702,0.359873351,7.592206897,-0.027848542,0.538117592,0.661181701
Stau2,5.184877423,0.044346379,0.149506279,0.336963235,5.184877423,0.077549187,0.013042405,0.046483806
Stbd1,6.299941142,0.036012709,0.565568189,0.749186856,6.299941142,-0.105387444,0.095967205,0.204800983
Stc1,3.554551035,0.129908001,0.011766027,0.058417576,3.554551035,0.121031667,0.018924576,0.062086275
Stc2,4.451261632,0.024781437,0.421925428,0.635406978,4.451261632,0.030393227,0.326358083,0.472850999
Steap1,3.180676338,0.029939533,0.43754523,0.648898216,3.180676338,0.043932316,0.256832573,0.40154668
Steap2,5.00954789,0.078916341,0.137314773,0.31802506,5.00954789,0.745954345,8.97E-24,5.38E-21
Steap3,6.09949954,-0.065052199,0.112004988,0.279187971,6.09949954,0.078339715,0.057094417,0.141090732
Steap4,9.221509878,0.286675734,0.092488107,0.245613796,9.221509878,0.469847881,0.006681154,0.027048228
Stfa1,2.335850458,-0.037081062,0.559099943,0.744351822,2.335850458,-0.019426772,0.759985171,0.83538906
Stfa2,2.319826308,-0.071794795,0.142354062,0.326250584,2.319826308,-0.000345657,0.994341722,0.996555283
Stfa2l1,2.808574627,-0.077279789,0.252447335,0.4682326,2.808574627,0.033199456,0.622726953,0.730138433
Stfa3,3.32121066,-0.141733084,0.042372972,0.145244194,3.32121066,-0.141293757,0.04352275,0.11633277
Stil,2.925944448,0.068236887,0.064652135,0.194368516,2.925944448,0.202855572,3.33E-07,3.84E-06
Stim1,6.977528245,0.179232851,0.001384327,0.011850535,6.977528245,0.059957049,0.272599449,0.417950657
Stim2,7.111176609,-0.077937544,0.064501132,0.194209969,7.111176609,-0.079635469,0.059645863,0.145641535
Stip1,8.535048561,0.007646665,0.90882453,0.953504951,8.535048561,-0.087216821,0.194882223,0.332506884
Stk10,6.342661691,0.194511958,0.00169231,0.013823905,6.342661691,0.765695991,3.40E-21,7.74E-19
Stk11,7.885317863,0.028664622,0.565107444,0.748876998,7.885317863,-0.12547936,0.013591628,0.048035068
Stk11ip,5.576897017,0.127772414,5.25E-05,0.000902921,5.576897017,0.023812695,0.429915636,0.568271716
Stk16,7.424508553,0.074848726,0.183334618,0.383335192,7.424508553,-0.103693527,0.067286262,0.158637654
Stk17b,5.195662151,0.039042805,0.53910131,0.730092148,5.195662151,0.506067613,7.59E-12,1.90E-10
Stk19,5.965721703,0.020014328,0.583871257,0.762570502,5.965721703,-0.057320142,0.120038088,0.238930314
Stk24,6.918989234,0.256765456,1.32E-07,6.82E-06,6.918989234,0.107353235,0.018279503,0.060521255
Stk25,7.36063641,0.070856729,0.120049777,0.291608341,7.36063641,0.029669652,0.513606085,0.640762246
Stk3,6.228777535,0.001634461,0.976756012,0.988886837,6.228777535,0.066083275,0.241956911,0.385881645
Stk30,3.798306968,-0.003269438,0.928486985,0.963305855,3.798306968,0.018554303,0.611703738,0.721685793
Stk31,2.182223254,0.027218366,0.231526747,0.444281055,2.182223254,-0.042862326,0.06183212,0.149515681
Stk32a,3.69084311,-0.01293784,0.732614466,0.857653801,3.69084311,-0.079236526,0.03931629,0.108138905
Stk32b,5.038967683,0.062281376,0.159476244,0.35099595,5.038967683,-0.095258604,0.03321306,0.095336546
Stk32c,4.678776127,0.035800533,0.369900638,0.589909486,4.678776127,0.013003545,0.74476759,0.823827406
Stk33,3.656061243,0.014731417,0.632646308,0.795821373,3.656061243,-0.084517653,0.007410826,0.029507749
Stk35,6.40019982,0.209029512,0.000240845,0.003064155,6.40019982,0.015290179,0.780079422,0.850183113
Stk36,4.836096952,0.016741018,0.625112718,0.790883173,4.836096952,-0.082619546,0.017977231,0.059720101
Stk38,6.228457864,-0.020307395,0.591584309,0.767565386,6.228457864,0.038435413,0.312186151,0.458007413
Stk38l,7.057315786,-0.229425623,0.012653819,0.061644025,7.057315786,-0.364211964,0.000120858,0.000820167
Stk39,5.036133393,0.037709334,0.315428293,0.535644545,5.036133393,0.417149348,3.92E-18,3.48E-16
Stk4,6.456020073,0.070535912,0.112048986,0.279262501,6.456020073,0.173073881,0.000175127,0.001148323
Stk40,7.43115384,0.368820001,3.98E-08,2.50E-06,7.43115384,-0.0803801,0.191752716,0.32876833
Stmn1,5.67218149,0.121596786,0.007341852,0.041683789,5.67218149,0.424818003,4.78E-15,2.12E-13
Stmn2,4.715889185,-0.013680743,0.782160323,0.887084268,4.715889185,-0.051499261,0.300639937,0.447167481
Stmn3,4.764366395,0.045338679,0.256607949,0.473423383,4.764366395,-0.122255726,0.002875541,0.013383832
Stmn4,5.120279829,-0.042991656,0.290495116,0.51027913,5.120279829,-0.099611179,0.016036928,0.054592801
Stmnd1,3.747243618,-0.035809836,0.456494112,0.663878707,3.747243618,-0.087762771,0.07102786,0.16490751
Stom,8.357944255,0.40847351,3.81E-06,0.000107804,8.357944255,0.128167606,0.124891429,0.245612189
Stoml2,7.0626646,-0.009715669,0.83897856,0.918796315,7.0626646,-0.046435346,0.334008915,0.480806817
Stoml3,4.060042494,-0.033156172,0.418150792,0.632929552,4.060042494,-0.089648795,0.031007797,0.090554837
Ston1,5.321798538,0.000324162,0.99112849,0.995399729,5.321798538,0.038045755,0.195310682,0.333067261
Ston2,6.088578597,-0.034428322,0.286839238,0.5061914,6.088578597,-0.053867945,0.098108157,0.207786215
Stox1,4.496248808,0.03307172,0.448543023,0.658056744,4.496248808,-0.073706577,0.094273252,0.202193466
Stox2,4.107272671,-0.005488647,0.880080513,0.939613093,4.107272671,-0.00594349,0.870557557,0.915333049
Stpg1,4.412538448,0.055455543,0.179221317,0.377595582,4.412538448,-0.078351043,0.059729044,0.145764769
Stpg2,2.834869274,0.062470462,0.035335408,0.127566811,2.834869274,-0.081386143,0.006723116,0.027195875
Stra13,8.302385961,0.038018625,0.451404119,0.660479092,8.302385961,0.013334397,0.791892563,0.858410845
Stra6,5.074926951,0.015169618,0.707227866,0.842827386,5.074926951,-0.052741362,0.194845841,0.332506884
Stra8,4.049737807,-0.03710824,0.268262961,0.485909509,4.049737807,-0.04300486,0.201207583,0.339458746
Strada,5.395841801,0.053677957,0.063720799,0.192620983,5.395841801,0.165034536,1.38E-07,1.71E-06
Stradb,6.559486602,0.209640908,0.001590307,0.013142424,6.559486602,0.17079659,0.009542243,0.036259789
Strap,7.87149809,0.079610355,0.287015099,0.506391614,7.87149809,0.060792772,0.416718979,0.556016455
Strbp,6.396999905,0.103042783,0.132201287,0.310301863,6.396999905,0.159267255,0.021472511,0.068483171
Strc,5.102602772,0.017303948,0.66580502,0.816963672,5.102602772,-0.05504326,0.172751604,0.305921376
Strip1,6.570421928,0.07193762,0.099293347,0.257683991,6.570421928,-0.018661561,0.667336842,0.765016243
Strip2,3.526908398,0.030309863,0.320975413,0.542004705,3.526908398,0.058098863,0.059739299,0.145771837
Strn,6.464901529,0.020764159,0.660263256,0.81358266,6.464901529,0.066451232,0.162834797,0.293930609
Strn3,6.567260519,-0.101141182,0.28973726,0.509399608,6.567260519,0.136613998,0.154900828,0.283903637
Strn4,6.645207876,0.171747873,7.45E-06,0.000186927,6.645207876,0.028248248,0.434861767,0.57305593
Sts,7.541273663,0.26411456,0.000111321,0.001682035,7.541273663,0.133182027,0.044374144,0.117987574
Stt3a,9.135438049,-0.192964011,0.013360854,0.063924638,9.135438049,-0.030867262,0.687674232,0.779700009
Stt3b,9.021195268,0.120219905,0.19409739,0.397329576,9.021195268,0.120163976,0.195432954,0.3332184
Stub1,7.299955536,0.144872293,0.002050153,0.016007675,7.299955536,-0.053832551,0.241363909,0.38508625
Stx11,5.154316106,0.052674147,0.342493882,0.563521147,5.154316106,0.127851259,0.023301478,0.07303465
Stx12,6.540132743,0.098503105,0.055417446,0.174469834,6.540132743,0.314773068,2.19E-08,3.09E-07
Stx16,6.883239138,0.145933567,0.000327395,0.003892751,6.883239138,0.123663748,0.002142765,0.010429766
Stx17,6.790646492,0.079361587,0.156138881,0.346782721,6.790646492,-0.051360074,0.358242306,0.502090344
Stx18,6.06576629,-0.128862638,0.00273082,0.019968551,6.06576629,-0.012890183,0.758652288,0.834525943
Stx19,3.529304924,-0.173007224,0.027925326,0.10804156,3.529304924,-0.022333183,0.773960815,0.845589862
Stx1a,5.742860475,0.041043014,0.301295803,0.521619347,5.742860475,-0.032386435,0.415320415,0.554647212
Stx1b,5.727094395,0.108954524,0.031219411,0.116863036,5.727094395,-0.233534873,1.09E-05,9.33E-05
Stx2,6.472329108,0.204575244,1.32E-07,6.82E-06,6.472329108,0.113389128,0.001998611,0.009831259
Stx3,4.893913707,0.070740408,0.076605582,0.216957592,4.893913707,0.220206827,3.14E-07,3.63E-06
Stx4a,6.970294604,0.087269121,0.006794428,0.039262199,6.970294604,-0.011053297,0.726641696,0.810524893
Stx5a,6.496980162,-0.100521086,0.089253523,0.239959696,6.496980162,-0.119537254,0.044580709,0.118425543
Stx6,5.993231256,0.013873395,0.726268307,0.854364802,5.993231256,0.031323273,0.431148728,0.569450937
Stx7,6.786625409,0.134778274,0.027030639,0.10584106,6.786625409,0.488415897,3.59E-12,9.60E-11
Stx8,5.776303162,0.066773297,0.0079208,0.043778777,5.776303162,0.04008322,0.106991129,0.22044802
Stxbp1,5.615050406,0.144536711,4.66E-05,0.000819029,5.615050406,0.139693069,8.19E-05,0.000579458
Stxbp2,7.153610789,0.174665838,5.77E-06,0.000152183,7.153610789,0.158701681,3.28E-05,0.000253052
Stxbp3a,6.682216779,0.059521476,0.434816626,0.646603935,6.682216779,0.213128249,0.006309215,0.025822157
Stxbp4,4.646686515,-0.036200515,0.366517041,0.586599019,4.646686515,-0.039404523,0.327088023,0.47352822
Stxbp5,6.186044919,-0.010595094,0.827691832,0.91254376,6.186044919,-0.108304771,0.028715561,0.08528134
Stxbp5l,2.646434171,0.069364247,0.009990764,0.051788455,2.646434171,-0.019177218,0.469155658,0.603552697
Stxbp6,6.521917386,0.006174112,0.856519411,0.927661729,6.521917386,0.014415626,0.673833421,0.769823302
Styk1,3.547591608,-0.022935122,0.452333142,0.6609948,3.547591608,-0.064555792,0.037010625,0.103463658
Styx,5.759847002,0.08016555,0.162452369,0.355111341,5.759847002,0.003094861,0.956847264,0.973207407
Styxl1,4.521423257,0.066968008,0.057159662,0.178226939,4.521423257,-0.049105889,0.162026339,0.293011735
Sub1,6.013464881,-0.120301421,0.004474343,0.028974262,6.013464881,-0.223755668,5.73E-07,6.30E-06
Sucla2,7.568869723,0.023675511,0.75727279,0.872952554,7.568869723,-0.144839589,0.061970569,0.149741896
Suclg1,7.944387883,0.225999569,0.001641669,0.013482516,7.944387883,0.053848758,0.441289802,0.579101846
Suclg2,8.716505624,0.212554463,0.008129243,0.044484024,8.716505624,0.186843445,0.019710829,0.064061002
Sucnr1,6.607229975,-0.701484898,6.82E-06,0.00017479,6.607229975,-1.023715785,6.38E-10,1.15E-08
Suco,5.935947467,-0.096122994,0.262553148,0.479814855,5.935947467,0.203451995,0.019539522,0.063611746
Suds3,7.570900961,0.308724096,5.40E-08,3.19E-06,7.570900961,-0.070049123,0.179343958,0.313337843
Sufu,5.499601986,0.092649824,0.007656142,0.042890416,5.499601986,0.036918588,0.280367532,0.425872282
Sugp1,6.279431668,0.028102765,0.364708325,0.585041124,6.279431668,-0.031779865,0.306913284,0.452961201
Sugt1,6.762227652,-0.037511649,0.533374946,0.725654446,6.762227652,0.044463366,0.461693392,0.597085668
Sulf2,7.079151039,0.781531697,1.37E-16,9.69E-14,7.079151039,0.378809247,3.08E-06,2.95E-05
Sult1a1,9.333030475,-0.523841449,7.58E-08,4.21E-06,9.333030475,-0.269394428,0.003277647,0.014925728
Sult1b1,5.614911534,-0.136958357,0.193518156,0.396545066,5.614911534,-0.640420288,3.08E-08,4.24E-07
Sult1c1,2.782236574,-0.008627687,0.82876163,0.912965139,2.782236574,-0.08458249,0.036859749,0.103129205
Sult1c2,5.719844309,0.386592307,2.77E-05,0.000534412,5.719844309,0.134612479,0.126881642,0.248384074
Sult1d1,8.133147537,0.028707062,0.827960114,0.912615742,8.133147537,-0.058308235,0.659877786,0.759195437
Sult1e1,2.993341841,0.077998109,0.590669741,0.767035264,2.993341841,0.48065172,0.001346026,0.006998274
Sult2a1,2.745853498,-0.079468844,0.055185053,0.17403905,2.745853498,-0.130839167,0.001987084,0.009781843
Sult2a2,3.210317387,-0.030955552,0.451036484,0.660150804,3.210317387,-0.170542654,7.71E-05,0.000549882
Sult2a3,2.302584555,-0.070440984,0.051730138,0.166767021,2.302584555,-0.060144714,0.096517558,0.20547193
Sult2a4,2.598767609,-0.102205475,0.01925238,0.083414347,2.598767609,-0.18585683,4.16E-05,0.000313034
Sult2a5,2.876398757,-0.012729028,0.713661378,0.846623442,2.876398757,-0.192839219,3.19E-07,3.69E-06
Sult2a6,2.427235468,0.017182697,0.6874108,0.829760455,2.427235468,-0.21211195,3.55E-06,3.36E-05
Sult2a7,2.971586063,0.057804553,0.623903967,0.790097341,2.971586063,-1.034792446,1.81E-13,6.09E-12
Sult2b1,4.920358482,0.0431406,0.283162877,0.502344029,4.920358482,-0.029681902,0.460576159,0.596166259
Sult4a1,4.939722358,0.053167704,0.253164899,0.469036988,4.939722358,-0.042682464,0.359507936,0.503428015
Sult5a1,5.014840778,-0.296224269,0.000134676,0.001954423,5.014840778,-0.700453643,8.74E-15,3.67E-13
Sult6b1,2.483004049,-0.054192282,0.091853045,0.244624492,2.483004049,-0.067368188,0.037462684,0.104315196
Sumf1,6.510202576,0.085080444,0.103053512,0.264491433,6.510202576,0.119930637,0.022936179,0.072152258
Sumf2,5.882753462,0.082676748,0.017137581,0.076892038,5.882753462,-0.060649539,0.07872657,0.177929145
Sumo1,6.427767049,0.016098019,0.850554993,0.924300562,6.427767049,0.078199952,0.362451102,0.505833019
Sumo2,7.026022893,-0.02910382,0.387559133,0.604357936,7.026022893,0.078372446,0.022073293,0.069995487
Sumo3,6.740001983,0.044970857,0.241321657,0.45513858,6.740001983,0.049247989,0.200958771,0.339255717
Sun1,5.802831963,-0.002426513,0.919875503,0.959042833,5.802831963,-0.080690426,0.001233165,0.006484675
Sun2,6.863802554,0.278754196,1.13E-06,4.09E-05,6.863802554,-0.105482686,0.050615793,0.129537587
Sun3,2.640892401,0.02143287,0.45238088,0.661002645,2.640892401,-0.142293806,3.17E-06,3.04E-05
Sun5,3.945413366,-0.04418422,0.240432922,0.454286127,3.945413366,-0.023887772,0.525477569,0.650696078
Suox,9.576849229,0.159560162,0.015730921,0.072266653,9.576849229,-0.299359506,1.43E-05,0.000119428
Supt16,7.171761177,-0.228993707,0.013919175,0.06602716,7.171761177,0.072834294,0.427606628,0.566169353
Supt20,6.751253931,0.094714672,0.11435248,0.283115645,6.751253931,0.207978073,0.000764862,0.004288469
Supt3,5.665446378,0.087728633,0.050761656,0.164722554,5.665446378,-0.226375311,2.11E-06,2.08E-05
Supt4a,7.463906916,0.031237768,0.482841447,0.684506278,7.463906916,0.007600312,0.864584388,0.910889913
Supt5,7.640681735,0.009597087,0.855137187,0.927069425,7.640681735,-0.044249478,0.402081452,0.54258396
Supt6,7.586511759,0.039670543,0.425112002,0.638019721,7.586511759,-0.001332509,0.97864023,0.986057188
Supt7l,5.851055144,-0.054325435,0.18915664,0.39044387,5.851055144,0.024814999,0.548003371,0.669482038
Supv3l1,5.849732591,0.042438526,0.349747517,0.570687691,5.849732591,-0.055625408,0.222383706,0.364367149
Surf1,7.106918046,-0.061317341,0.326330776,0.547654157,7.106918046,-0.125033856,0.047882071,0.124490871
Surf2,6.635003899,-0.024256453,0.470374535,0.675240898,6.635003899,-0.01485686,0.658888717,0.758568325
Surf4,9.386792004,0.074773204,0.14161841,0.324877717,9.386792004,-0.011437492,0.821437467,0.879433533
Surf6,5.697176647,0.021418337,0.452962802,0.661365088,5.697176647,-0.019998902,0.484478672,0.61665733
Susd1,5.480193083,0.064491121,0.021710391,0.090774844,5.480193083,0.009079239,0.743319944,0.822777424
Susd2,5.696724653,0.1316093,0.017546608,0.078160729,5.696724653,0.458482445,9.73E-13,2.84E-11
Susd3,5.177805242,0.011770161,0.777407644,0.884390832,5.177805242,0.040259647,0.33604205,0.482996443
Susd4,6.898696985,-0.745166128,2.35E-08,1.60E-06,6.898696985,-1.450409306,9.02E-20,1.27E-17
Susd5,5.924033033,0.019304194,0.729397984,0.855860957,5.924033033,-0.107987133,0.0562014,0.139545441
Suv39h1,4.983157355,0.103944948,0.006305684,0.037276964,4.983157355,-0.01984242,0.594957628,0.708882802
Suv39h2,3.426376798,-0.015691895,0.61952132,0.786521683,3.426376798,0.006090967,0.847457803,0.898313293
Suv420h1,6.327356667,0.131746863,0.001156955,0.010339234,6.327356667,0.066419263,0.094228719,0.202120926
Suv420h2,6.246809592,-0.034455451,0.346073399,0.567027953,6.246809592,-0.041458879,0.258679526,0.403669665
Suz12,5.853080124,-0.067956189,0.266979083,0.484258644,5.853080124,-0.018955345,0.756628485,0.83290101
Sv2a,5.210253959,0.08247771,0.04068526,0.140996205,5.210253959,-0.09490924,0.019287296,0.063025742
Sv2b,3.71624146,0.000701183,0.983216891,0.992030937,3.71624146,-0.046313026,0.168240628,0.300756124
Sv2c,4.400045974,0.020824147,0.584461997,0.762874537,4.400045974,-0.133150969,0.000749023,0.004209192
Sva,1.840989386,0.021565371,0.59515486,0.7703491,1.840989386,-0.044186398,0.278787285,0.424220106
Sval1,1.970394513,0.048879995,0.208721591,0.416413134,1.970394513,-0.011433772,0.768269015,0.841024529
Sval2,2.234677951,0.027880103,0.422381646,0.63571785,2.234677951,-0.080302109,0.023013374,0.072337658
Sval3,2.143079842,0.037710589,0.315713429,0.536017553,2.143079842,-0.0561779,0.137447044,0.261595744
Svep1,4.619040864,0.083121986,0.058836477,0.181906309,4.619040864,0.504874297,4.97E-19,5.56E-17
Svil,6.573366215,-0.111665128,0.052032412,0.167431781,6.573366215,-0.202359172,0.000611603,0.003525973
Svop,5.424116228,-0.01590209,0.671277092,0.820063393,5.424116228,-0.030884366,0.411701861,0.551450549
Svopl,4.527805171,-0.070741727,0.081277774,0.225557779,4.527805171,-0.089535471,0.028595257,0.085026034
Svs1,4.274495694,-0.02014397,0.664372508,0.816007991,4.274495694,-0.089783929,0.056304543,0.139731482
Svs2,2.947927656,-0.018868044,0.656608194,0.811679765,2.947927656,-0.083233375,0.052968215,0.133645061
Svs3a,3.403675471,-0.039336647,0.535265232,0.727156621,3.403675471,0.038914556,0.540677852,0.663072845
Svs3b,3.966962799,-0.093023703,0.169711194,0.365048728,3.966962799,-0.009572159,0.88728622,0.927066446
Svs4,3.356042602,0.046115703,0.257697289,0.474814027,3.356042602,-0.040839412,0.316998732,0.463152963
Svs5,3.812777772,-0.042075747,0.397332445,0.61360782,3.812777772,-0.127166533,0.012131339,0.043883895
Svs6,2.38940042,-0.052481811,0.203796882,0.41010245,2.38940042,-0.056547398,0.172339956,0.305567617
Swap70,5.559277414,0.055745987,0.20475844,0.411114935,5.559277414,0.301804537,9.67E-10,1.71E-08
Swi5,6.815548144,0.069018781,0.279730148,0.49862188,6.815548144,-0.055148059,0.388356622,0.529890916
Swsap1,5.658382267,-0.013013371,0.822574618,0.909995566,5.658382267,-0.023940721,0.68083611,0.774950294
Swt1,5.43514088,-0.115386171,0.107077234,0.271100835,5.43514088,-0.067675194,0.343314876,0.489109838
Syap1,7.443242419,0.236691809,0.013919401,0.06602716,7.443242419,0.131195594,0.168470116,0.3008677
Sybu,4.539155162,0.009422357,0.767762251,0.87824695,4.539155162,0.015611798,0.625683833,0.73224335
Syce1,3.552683945,0.003188279,0.930168804,0.964240443,3.552683945,-0.048634538,0.18475924,0.320425125
Syce3,5.038931561,0.083720183,0.089071126,0.239762187,5.038931561,-0.096357686,0.051580966,0.131219974
Sycn,4.434830132,0.099712592,0.128924783,0.305012664,4.434830132,-0.109420812,0.096985319,0.206135427
Sycp1,2.148582579,-0.004649655,0.850576756,0.924300562,2.148582579,-0.051277541,0.040747569,0.110920516
Sycp2,2.067014636,0.026114576,0.238828264,0.452505891,2.067014636,-0.008561975,0.699003685,0.788515722
Sycp3,4.500705404,0.233687895,0.011152925,0.056215848,4.500705404,0.099887457,0.271539809,0.416818357
Syde1,5.79008936,0.074400407,0.094777722,0.249665027,5.79008936,0.04443945,0.316908599,0.463127558
Syde2,5.777479737,0.087923571,0.098298361,0.255738407,5.777479737,-0.21773016,8.64E-05,0.000607703
Syf2,6.963671325,0.10169609,0.058324274,0.180833548,6.963671325,0.001065904,0.984034646,0.98963001
Syk,5.670438371,0.102912789,0.080994667,0.224929672,5.670438371,0.473156213,4.23E-12,1.11E-10
Sympk,7.087890197,0.149088543,0.002804047,0.020376145,7.087890197,-0.019695191,0.685824664,0.778226544
Syn1,4.952135159,0.145563928,0.002538388,0.018867893,4.952135159,0.166543277,0.000631767,0.003622193
Syn2,4.417995878,-0.000398997,0.990556258,0.995077281,4.417995878,-0.03310866,0.328659653,0.475263937
Syn3,5.201442,0.069392182,0.014663518,0.068506986,5.201442,-0.029413562,0.294938836,0.441405516
Syna,3.731947695,-0.07596043,0.310565267,0.530297689,3.731947695,-0.146196261,0.053525138,0.134724201
Synb,3.725444324,-0.028445391,0.572893603,0.754833069,3.725444324,-0.054329244,0.284009922,0.429921484
Sync,5.323901018,-0.01387971,0.751650864,0.86991423,5.323901018,0.059133145,0.18092804,0.315493269
Syncrip,7.129276306,0.029856546,0.658303978,0.81238123,7.129276306,0.088610604,0.192499075,0.329552931
Syndig1,4.937123323,0.022380685,0.575071464,0.75616267,4.937123323,-0.027744908,0.488411346,0.620148731
Syndig1l,5.751449919,0.025022317,0.611898231,0.780867365,5.751449919,-0.079878036,0.108685439,0.222803463
Syne1,5.227997385,0.105788469,0.020763179,0.088056987,6.824213926,0.298461612,1.89E-06,1.89E-05
Syne1,5.227997385,0.105788469,0.020763179,0.088056987,5.227997385,0.146930898,0.001589395,0.00805226
Syne1,5.227997385,0.105788469,0.020763179,0.088056987,6.824213926,0.298461612,1.89E-06,1.89E-05
Syne1,5.227997385,0.105788469,0.020763179,0.088056987,5.227997385,0.146930898,0.001589395,0.00805226
Syne1,6.824213926,0.280425893,6.16E-06,0.000160552,6.824213926,0.298461612,1.89E-06,1.89E-05
Syne1,6.824213926,0.280425893,6.16E-06,0.000160552,5.227997385,0.146930898,0.001589395,0.00805226
Syne1,6.824213926,0.280425893,6.16E-06,0.000160552,6.824213926,0.298461612,1.89E-06,1.89E-05
Syne1,6.824213926,0.280425893,6.16E-06,0.000160552,5.227997385,0.146930898,0.001589395,0.00805226
Syne2,6.494796519,0.060639908,0.17343876,0.370300538,6.494796519,-0.085869318,0.055866396,0.138966061
Syne3,5.795935433,0.171829116,1.75E-05,0.000371584,5.795935433,-0.03920932,0.302292153,0.449186502
Syne4,5.409894051,-0.00881844,0.843589302,0.920951253,5.409894051,-0.077904245,0.084871168,0.187782081
Syngr1,5.208521308,0.032834758,0.339690014,0.561467835,5.208521308,-0.049996626,0.148485135,0.275680725
Syngr2,8.632271562,-0.015541648,0.733897881,0.858201184,8.632271562,0.099493252,0.032257856,0.093223437
